link_type,linked,text
2,0,Did get a 3 percent increase this year. [SEP] We can debate methods
2,0,You also have investments outside the United States. [SEP] I've put forward a specific $4 trillion deficit reduction plan
0,1,they could go back worse than things used to be. [SEP] not just sit back and let those countries continue in turmoil
2,0,n the domestic side there are areas where we can make some cuts.. [SEP] It just was astonishing
0,1,I want to have the military keeping the peace. [SEP] I've got an agenda that I want to get done for the country
2,0,I'm a big proponent of clean coal technology. [SEP] you're paying more
0,1,they installed a Marxist-Leninist totalitarian government. [SEP] I never defended Somoza
0,1,"I couldn't agree more that the Iraqis want to be free and that they could be free. [SEP] I believe that 25 million people, the vast majority, long to have elections"
2,0,"we should have new accountability, testing of students. [SEP] it's interesting to me to see in the resume of Senator Quayle that he brags on the fact that he's been able to fight the acid rain legislation"
0,1,"What plan is that that's just going to raise taxes on those making over $200,000 a year. [SEP] everyone knows that you simply can't get $150 billion in new taxes by raising the marginal tax rate to a top rate of 36 % and only tax those making $200,000 a year"
2,0,"I don't think most Americans could do that. [SEP] You know, people said it was a big risk at that time"
2,0,"that's not what America is all about. [SEP] , ""Did you make a mistake going into Iraq?"" [SEP] And the answer is, ""Absolutely not."""
0,1,I have never said I was anything more than that. [SEP] I have never professed to be anything but an average student
2,0,"We cleaned up more brown fields than any other administration in my state's history, 450 of them. [SEP] It was higher when I came into office"
0,1,"We said you've got -- banks, you've got to raise your capital requirements. [SEP] You can't engage in some of this risky behavior that is putting Main Street at risk"
2,0,We've been dealing with him. [SEP] we didn't think Halliburton should have a no-bid contract
2,0,We'll take the proper action at the proper time. [SEP] my plan is a departure from trickle-down economics
2,0,"We have very fundamental differences about human rights, democracy and our basic system, our basic view of human beings and of what life is all about. [SEP] That prevents that money being taken from the community and invested in some go-go investment on the other side of the world"
0,1,when he tried to take over your healthcare system. [SEP] This is a serious business
2,0,"China's a got a lot of influence over North Korea, some ways more than we do. [SEP] that's where World War I started in the Balkans"
2,0,"Pardon means that what you did, whether it's right or wrong, you're forgiven for it. [SEP] I believe the president broke faith with the American people in the way that he took this nation to war"
0,1,this is an area where Senator McCain and I have a fundamental difference. [SEP] I think the first question is whether we should have gone into the war in the first place
1,1,"The Soviet Union has been engaged in the biggest military buildup in the history of man at the same time that we tried the policy of unilateral disarmament, of weakness, if you will. [SEP] I know that Mr. Mondale, in the past, has made statements as if they were just people like ourselves, and if we were kind and good and did something nice, they would respond accordingly"
0,1,my five point plan is so different than what he would have done. [SEP] President Bush and I are -- are different people
1,1,Not true.. [SEP] He said it on tape. [SEP] . [SEP] .
2,0,You've got to make the decision. [SEP] he's going to disavow what's in his book
2,0,"Now I'm all for private schools, but to use taxpayer dollars, when the people who get these little vouchers often won't be able to afford the private school anyway. [SEP] we saved 1,000 jobs"
2,0,we have some work to do. [SEP] We do those things
2,0,"He criticized our rescue mission in Grenada, according to a UPI report. [SEP] Here are the key ingredients. [SEP] High expectations, strong accountabily"
0,1,"that’s maybe the biggest statement in terms of business, that’s the biggest statement.. We actually do give it to solar and wind"
2,0,That was facilitated in part because we had ended the war in Iraq. [SEP] we have stagnation
2,0,"I think it's a disgrace that so far Mr. Ford's administration has blocked the passage of legislation that would've revealed by law every instance of the boycott. [SEP] if you surrender or indicate in advance that you're not going to defend any part of the free world, and you figure that's going to satisfy them"
0,1,"We've got lots of examples of this there was a story in the newspaper the other day about a home testing kit that the FDA had held up. [SEP] That happened under a rule in the last administration. [SEP] We said change that rule. [SEP] It's being changed now. [SEP] It's under consideration by the FDA right now and it will be changed. [SEP] We're taking a brand new approach to eliminate unnecessary regulations, unnecessary bureaucracy"
2,0,"contrary to what everyone in America sees on their television every day. [SEP] In San Jose, California, they're complaining"
2,0,"We reduced more regulations, eliminated more programs than my two Republican predecessors. [SEP] he held a number of big rallies where he said that he could not possibly have done those things to those women"
2,0,"And not only are your rates going up by numbers that nobody’s ever believed, but your deductibles are going up, so that unless you get hit by a truck, you’re never going to be able to use it. [SEP] That will help us maintain the kind of American leadership that we need"
0,1,We set a very high standard for ourselves. [SEP] if we're not going to be s- charged before the world with hypocrisy we have to meet those standards
0,1,There won't be 10 millionaires and 14 lawyers in the cabinet. [SEP] I want people in my administration and will have people in my administration who understand America
2,0,I was there the day it ended. [SEP] we have been able to significantly cut defense spending
2,0,"when I hear Donald talk like that and know that his slogan is ""Make America Great Again,"" I wonder when he thought America was great. [SEP] that may not seem like a big deal when it just is, you know, numbers on a sheet of paper"
2,0,I have had the same position on abortion in favor of a woman's right to choose. [SEP] You need better relationships
2,0,Obamacare is a total disaster. [SEP] That was a mistake as well
2,0,"we want to give modest middle-class tax relief to restore some fairness, especially to middle- class people with families with incomes of under $60,000. [SEP] I should point out here that Senator Kennedy has attacked our foreign policy"
2,0,"we can help literally hundreds of thousands, if not millions of families, to get off of welfare, to become independent and self-sufficient, to be taxpaying citizens, and to improve their lives, the quality of lives, their futures, and the futures of those children. [SEP] there is other forms of racial profiling that goes on in America"
2,0,we have got to fill in the gaps in coverage by finally bringing parity for the treatment of mental illness. [SEP] The foreign policy of the United States meets the highest standards of morality
0,1,I understand what it's like. [SEP] I don't doubt his personal generosity
0,1,these small businesses that are taxed as individuals. [SEP] It's all those businesses that employ one-quarter of the workers in America
1,1,I voted against that at the National Governors Association. [SEP] He supported it at the National Governors Conference
0,1,"They put out a plan, a bipartisan plan. [SEP] I think something this big, this important has to be done on a bipartisan basis"
0,1,"I have heard you say on one TV appearance, ""the media made me do it."" [SEP] You were trying to defend your cut which was not a cut either, Reduction in the growth of spending. [SEP] I have heard you say this time after time"
0,1,The present tax structure is a disgrace to this country. [SEP] this is why a tax reform is so important
2,0,This is the kind of leadership that we've had in this administration on the most deadly issue of our times. [SEP] It was not my administration that put the sanctions on Iran
2,0,You're putting a lot of business people out of business. [SEP] I had to close the greatest economy in the history of our country
2,0,we did not go in with enough information. [SEP] a free Iraq is going to make this world a more peaceful place
2,0,What I have proposed would cut regulations and streamline them for small businesses. [SEP] I became president at the time that the United States was in a very troubled time
0,1,"We're on the side of justice against the forces of slavery, against the forces of injustice. [SEP] we're on the right side"
2,0,"this decision you're about to make better be about what kind of economic theory you want, not just people saying I'm going to go fix it. [SEP] It is a welfare system that is more like a third-world socialist country than what we would expect from the world's greatest democratic free-enterprise system"
2,0,there are special groups in Iran coming into Iraq and are being trained in Iran. [SEP] Well obviously my views are a little different.
0,1,"You know, my grandmother -- some of you know -- helped to raise me. [SEP] My grandparents did"
2,0,I think we have to grab it. [SEP] a genuine effort to try to restore America's hope and possibilities by bringing people together
2,0,in the end there's not going to be peace until he goes. [SEP] We need to put the pressure on them as hard as we possibly can
2,0,It's so heavy they'd give you a broken back. [SEP] let's talk about what the Ford administration has done in the field of environment
0,1,we came to the Congress in the same year. [SEP] Senator Kennedy's is there for the people to consider.
2,0,We never initiated any kind of action. [SEP] They retired General Shinseki for telling him that
2,0,that is to get the support of the people. [SEP] That’s what we want America to be for our children and our grandchildren
1,1,We've got to do something about this. [SEP] it's the largest number ever this year and they'll break the record next year and every year for ten years running
2,0,"to deal with many of the rogue states we've talked about, Iran, Venezuela. [SEP] I've proposed four specific things that I think can help"
2,0,It's been growing about 12 percent per year over a long period of time. [SEP] there is no evidence that when you raise the minimum wage
2,0,I think we've got to be very careful in balancing the ethics and the science. [SEP] They're a member of the axis of evil
0,1,Don't be too discouraged. [SEP] I think they will
0,1,"the first thing that we are trying to do is to create a million new jobs in the inner cities of this country, with tax credits for employers who hire people who are now unemployed. [SEP] we ought to recognize that we have more work to do"
2,0,I oppose ethanol subsidies. [SEP] I think that I'd leave it right there and say that you judge on the whole record
0,1,the vision of the Constitution. [SEP] we can have that strength if we return to the basic principles
2,0,the kind of plan that Donald has put forth would be trickle-down economics all over again. [SEP] it's very important that we not continue to let our industrial base deteriorate
0,1,"Some small business owners, a lot of them, can't even afford health insurance for themselves. [SEP] we provide a 50 percent tax credit so that they can buy health insurance for their workers"
0,1,"focusing on small businesses and companies that are creating jobs here in the United States. [SEP] All those things are designed to make sure that the American people, their genius, their grit, their determination, is -- is channeled and -- and they have an opportunity to succeed."
0,1,"developing American energy. [SEP] All those things are designed to make sure that the American people, their genius, their grit, their determination, is -- is channeled and -- and they have an opportunity to succeed."
0,1,"Buffett took hundreds of millions of dollars, Soros, George Soros, took hundreds of millions of dollars. [SEP] we're entitled because of the laws that people like her passed to take massive amounts of depreciation on other charges"
0,1,Your own secretary of state has said it. [SEP] there is no connection between the attacks of September 11th and Saddam Hussein
0,1,"one teacher was white and one black and they had the same qualifications, you know they decided who would stay there. [SEP] It's pretty clear that was a quota case"
0,1,"African-American communities are being decimated by crime, decimated. [SEP] We have to protect our inner cities"
0,1,"Now that, of course, is just one factor, but it's a significant one. [SEP] I think it's time that we nail a few of these distortions about the United States that have been put out"
0,1,"we have a country with tremendous numbers of nuclear warheads -- 1,800, by the way -- where they expanded and we didn't, 1,800 nuclear warheads. [SEP] We're in very serious trouble"
2,0,"I won't put in place magnets for people coming here illegally. [SEP] I and my predecessors - both Democrats and Republicans - have advocated resolving those troubles in those difficult areas of the world peacefully, diplomatically, and through negotiation"
2,0,"That is the same Government that, in 1920, told us we only had enough oil left for 13 years, and 19 years later, told us we only had enough left for another 15 years. [SEP] It's a question of going back to the failed ideas of the past, where we came in - 21% percent on those interest rates, inflation, despair, malaise, no leadership, blaming the American people for failed leadership"
2,0,"Bill Clinton has trouble telling the truth. [SEP] Bill Clinton's economic plan and his agenda will make matters much, much worse"
2,0,We're going to do it by making sure that we use information technology so that medical records are actually on computers instead of you filling forms out in triplicate when you go to the hospital. [SEP] The first thing we did was to streamline the legal immigration system
0,1,Let's have walk-in clinics. [SEP] we need to do all of the things that are necessary to make it more efficient
2,0,"I think we still need affirmative action. [SEP] what's actually happened in Afghanistan, regardless of this rosy scenario that they paint on Afghanistan, just like they do with Iraq"
2,0,we would like to see to it that we provide tax relief for everybody who pays taxes. [SEP] that's a very important point in terms of negotiation
0,1,It was a glorious day. [SEP] It was a superb occasion
2,0,how all of the country was ready to come together and make enormous changes to make us not only safer. [SEP] It keeps guns out of the hands of people who should not have guns
2,0,That's where the problem is. [SEP] we agree on so many things and the vast majority of the issues
0,1,she doesn't say is that President Obama has deported millions and millions of people just the way it is. [SEP] Nobody knows about it
1,1,"Brady Bill, I agree that it's a timid step in the right direction but it won't fix it. [SEP] I support the Brady bill which would impose a national waiting period unless and until a state did what only Virginia has done now, which is to automate its records"
0,1,He has moved around and made everything worse across the board.. Abraham Lincoln here is one of the most racist presidents we’ve had in modern history.
2,0,which have put too many people away for too long for doing too little. [SEP] There aren't enough rich people and small businesses to tax to pay for all their spending
2,0,he first didn't even want to do that. [SEP] We're down to 336 ships
0,1,We're gonna run out of oil. [SEP] We need to shift very strongly toward solar energy and have strict conservation measures
0,1,"I think the real issue in this campaign, and that which you must decide on November second, is whether you should vote for his promise or my performance in two years in the White House. [SEP] On November second all of you will make a very, very important decision"
2,0,We've going to make sure that you've got to have a living will so -- so we can know how you're going to wind things down if you make a bad bet so we don't have other taxpayer bailouts. [SEP] independent studies looking at this said the only way to meet Governor Romney's pledge of not reducing the deficit or -- or -- or not adding to the deficit is by burdening middle-class families
0,1,if you create the jobs. [SEP] there will be more than enough space for everybody.
2,0,"I didn't say we had the worst education in the world. [SEP] His whole body was shaking from the nerve disease, the muscular disease that he had"
2,0,It's not going to work if we open up a dialogue with Kim Jong Il. [SEP] we want to make sure that we have the relationships of friendship with the people that take his place
2,0,"The Brady Bill has kept at least 60,000 felons, fugitives and stalkers from getting hand guns. [SEP] I say with great confidence I'm not going to go for a tax"
0,1,I think the Kerry-Edwards approach basically is to raise taxes and to give government more control over the lives of individual citizens. [SEP] We think that's the wrong way to go
2,0,Absolutely. [SEP] They've seen a lot of it during their administration
2,0,We'll continue to build strong coalitions. [SEP] let's do it on our terms when our interests are involved
2,0,"we've got international competitors who simply could not unload their cars off the ships if they had to comply -- you see, if it was a 2-way street, just couldn't do it. [SEP] I think that we've had enough of a record of letting -- under the guise of revolution -- someone that we thought was a little more right than we would be, letting that person go, and then winding up with totalitarianism, pure and simple, as the alternative"
2,0,that's exactly the commitment that was made to the American people in 1980:. [SEP] it robs this country of jobs
0,1,"dynamic, growing economy that promotes opportunity and jobs. [SEP] The choice is clear"
2,0,"In the last month, we've had a net loss of one hundred and sixty-three thousand jobs. [SEP] We should not uh - force our Nationalist allies to get off of them and give them to the Communists"
2,0,my faith is a very -- it's very personal. [SEP] that is not good enough for this country
2,0,I believe it's essential that we do it. [SEP] the G-8 is one of those
0,1,"We have to have control over inflation. [SEP] if we're going to continue to maintain our position in the sixties, we have to maintain a sound monetary and fiscal policy"
2,0,"It's a closed society. [SEP] today, you would find that that promise is at the very heart of what Republicanism represents in this country today"
0,1,It was principled. [SEP] it was strategic
0,1,"these two peoples have come in some senses, generations forward, centuries forward, in the last seven years. [SEP] They are so close to a final peace agreement"
2,0,"I was there when the embassy was held hostage in Iran. [SEP] if we're fiscally responsible and put America back to work, we're going to fix Social Security"
2,0,"it was a man down there in that area that this was delivered to, and he recognized that what was in that manual was in direct contravention of my own Executive order, in December of 1981. what this board does is basically identifies best practices and says, let's use the purchasing power of Medicare and Medicaid to help to institutionalize all these good things that we do"
0,1,We should encourage that. [SEP] the Soviet Union seems to be walking down that same path
1,1,the United States does not concede that those countries are under the domination of the Soviet Union. [SEP] the Russians are not using Eastern Europe as their own sphere of influence in occupying mo- most of the countries there
2,0,"a goal for all of us should be that one day, things will be done neither because of nor in spite of any of the differences between us - ethnic differences or racial differences, whatever they may be - that we will have total equal opportunity for all people. [SEP] you do believe, deep down, that we are heading for some kind of biblical Armageddon"
2,0,"the test is not whether you're spending more money. [SEP] my health-care plan, America, is very simple"
0,1,that's been left out. [SEP] we have got to fill in the gaps in coverage by finally bringing parity for the treatment of mental illness
2,0,"there were religious. [SEP] what you can't do is spend $2 trillion in additional military spending that the military is not asking for, $5 trillion on tax cuts"
0,1,Anybody can have deductions up to that amount. [SEP] then that number disappears for high-income people
0,1,"Mr. Ford has made a political football out of the defense budget. [SEP] I think that this is uh - an instance of uh - deliberate distortion, and this has occurred also in the question about defense"
0,1,the parents are faced with. [SEP] the grand parents are faced with
2,0,Governor Bush has made it clear that when he's elected this will be his number one priority as a legislative measure to submit to the Congress. [SEP] It’s a fact.
2,0,Children don't vote and migrant workers exactly a powerful lobby in this country. [SEP] we're facing a desperate situation in our economy
0,1,I'm going to get it right for those soldiers. [SEP] I have a plan to do it
2,0,"He owes the president an apology, he owes our country an apology, and he needs to take responsibility for his actions and his words. [SEP] I cannot let that stand"
2,0,"I think the uh - problem should've been addressed by increasing productivity, by having uh - put - put people back to work so they could purchase more goods, lower income taxes on individuals, perhaps raise them, if necessary, on corporations in comparison. [SEP] Ann yesterday was at a rally in Denver and a woman came up to her with a baby in her arms and said, ""Ann, my husband has had four jobs in three years, part-time jobs. [SEP] He's lost his most recent job and we've now just lost our home. [SEP] Can you help us?"""
2,0,the Japanese are breathing down our necks on this. [SEP] I think that measures like these are important
0,1,about half as much chance to own a house.. [SEP] I'm not satisfied until every American enjoys his full constitutional rights.
0,1,he changes positions on the war in Iraq. [SEP] You cannot lead if you send mixed messages
0,1,"I built a massive company, a great company, some of the greatest assets anywhere in the world, worth many, many billions of dollars. [SEP] I think I did a much better job"
2,0,It was taken away from her. [SEP] vote in person
2,0,Iran is a rogue regime. [SEP] This is a serious business
0,1,They were not within the treaty area when the treaty was passed in fifty-five. [SEP] This is a serious issue
0,1,That’s the highest we’ve ever been in our country. [SEP] I want us to get to 100 percent
0,1,With decent and affordable healthcare for all working families. [SEP] I'm a product of it and I want to help that dream come true for every single citizen in this land
0,1,We did the right thing. [SEP] we made every possible overture to the People's Republic of China and through them to the Cambodian Government
2,0,I suggest that people go up on the Web site of Citizens Against Government Waste. [SEP] we don't have very much money at the Federal level to spend on education
2,0,"We've got to tackle this debt crisis before it tackles us. [SEP] to the extent that we continue to use atomic power, I would be responsible as president to make sure that the safety precautions were initiated and maintained"
0,1,"if you make less than $250,000, less than a quarter-million dollars a year, then you will not see one dime's worth of tax increase. [SEP] I can tell the American people: 95 percent of you will get a tax cut"
0,1,It's making the country poorer. [SEP] our wealth growth is going down as a result of it
1,1,"They’re murderers and some very bad people.And I will tell you very strongly, when Bernie Sanders said she had bad judgment, she has really bad judgment, because we are letting people into this country that are going to cause problems and crime like you’ve never seen. [SEP] Hillary Clinton, when she was secretary of state, said that’s OK, we can’t force it into their country"
2,0,"In 20 days, you will help decide who will lead this country into the next century. [SEP] I think that militarily we are as strong as any nation on earth"
0,1,He tried to keep it from coming to my desk. [SEP] Senator Dole led the fight against the Brady Bill
0,1,"The poor and the poverty - the biggest thing that we have done for poverty in America is the Tax Simplification Act of 1986. [SEP] This administration, and a George Bush administration, will be committed to eradicating poverty"
2,0,she lied. [SEP] Republicans have cut 53 billion dollars in spending
0,1,"I have great respect for your family also and the honor that you show our military. [SEP] I don't know how you can defend that position now, but I know that you know especially with your son in the National Guard"
2,0,"Joe Biden will not raise taxes on anyone who makes less than $400,000 a year.. [SEP] It's not good to raise the deficit"
0,1,I would make sure that key members of Congress were called in to discuss the gravity of the situation. [SEP] I would come up with a game plan to deal with it
0,1,then to go on to college and then to be drawn really by President Kennedy. [SEP] I think what I would bring to the office of the vice presidency is a lifetime  's experience
2,0,"we want to give modest middle-class tax relief to restore some fairness, especially to middle- class people with families with incomes of under $60,000. [SEP] the government sanctioning the takeover of that embassy by those students"
2,0,They're devaluing their currency. [SEP] That's not America
2,0,"You know, no one had ever heard of Clarence Gideon, the man without a lawyer. [SEP] President Obama has refused to do that"
2,0,"Building that kind of growth expands revenues and helps to bring down that deficit. [SEP] It works when we make sure they've got housing, like we have done in the last military budgets"
2,0,I have fought to reform government. [SEP] I've been with him every step of the way
2,0,"We've got the highest inflation we've had in twenty-five years right now, except under this administration, and that was fifty years ago. [SEP] I do not, very frankly, take seriously the Congressional Budget Office projections"
0,1,They look down on people who don’t have money.. we’re all Americans
2,0,We now have about four hundred and eighty-five employees. [SEP] That's dead wrong
2,0,I'm not for photo licensing. [SEP] I think we ought to be forgiving Third World debt under certain conditions
2,0,he can't tell the truth. [SEP] That uh - situation called for me to first put the United States on a steady course and to keep our keel well balanced
0,1,I believe we ought to love our neighbor like we love ourself. [SEP] that's been part of my foreign policy
1,1,we support choice in education. [SEP] I think of a woman in Chicago when I was talking to parents about education where she stood up and said I'm sick and tired of these schools in this city being nothing but a factory for failure
0,1,Iran is an enormous threat to Israel and to the Israeli people. [SEP] it's important for America to confront the situation in Iran
2,0,"he was a uniter, not a divider. [SEP] then somehow you're also going to deal with the deficit that we've already got"
0,1,They're stronger now than at any time since 2001. we have a difficult situation in Pakistan
0,1,More countries voted against us in Asia on this issue than voted with us. [SEP] There have been several indications that our prestige is not as high as it once was
1,1,Not by much.. [SEP] I beat Bernie Sanders.
2,0,"President Lincoln was trying to convince some people, he used some arguments, convincing other people, he used other arguments. [SEP] It was killed in the Rules Committee."
0,1,"when he crossed the line, I stood up and looked into the camera and I said: This aggression will not stand. [SEP] what you're seeing on all this Iraq-gate is a bunch of people who were wrong on the war trying to cover their necks here and try to do a little revisionism"
0,1,He wanted to give people rights. [SEP] I believe that we will be able to get a fix that has alluded everybody else
0,1,"today, on the average, the average serviceman is at least 15% - and I happen to think that's a very modest estimate - 15% below what has happened to the cost of living over that period of time. [SEP] as a result, the families of some of our young servicemen are on food stamps today"
2,0,"what's really hurting American business more than anything else is the cost of health care. [SEP] in order to stop this arms madness, we've got to push ahead with tough negotiations that are verifiable"
0,1,I've spoken out over and over again against antisemitism and racism. [SEP] I've been speaking out since day 1
2,0,"in America the possibilities are unlimited. [SEP] Then at the end of the war, when they had to go testify about it, their stories are a total disconnect from what they said in August, September and October"
1,1,It isn't. [SEP] The Vice President did call Social Security a few years ago basically or largely a welfare program
2,0,earmarks account for about $18 billion of our budget. [SEP] That is a record of promises made and promises kept
2,0,"in the platform, which this Republican party passed in Dallas - one of the things they was they said that this position on abortion would be a litmus test, not only for Supreme Court justices but for other federal justices.. [SEP] The commanders and the generals there are on track to do so"
2,0,I've laid out a plan by which I think we can be successful in Iraq. [SEP] I believe that uh - our foreign policy must express the highest standards of morality
2,0,We do so in my state of Texas. [SEP] I believe we've got the results to show we're on the right track
2,0,it's certainly not a nice thing that she's done. [SEP] The great threat to our country is that these haters end up with weapons of mass destruction
2,0,the record in Arkansas. [SEP] That is hardly throwing away a treaty and being opposed to arms limitation
0,1,I said that we would put in place health care reform to make sure that insurance companies can't jerk you around. [SEP] I have
0,1,The biggest threat we faced today is the possibility of terrorists smuggling a nuclear weapon or a biological agent into one of our own cities and threatening the lives of hundreds of thousands of Americans. [SEP] The effort that we've mounted with respect to Iraq focused specifically on the possibility that this was the most likely nexus between the terrorists and weapons of mass destruction
1,1,"I don't believe that Arab countries will pursue it when we have a strong president who will protect the integrity of our country, the commitment of our Constitution and Bill of Rights and protect people in this country who happen to be Jews. [SEP] is an absolute disgrace."
1,1,"I don't believe it is fair to slap a 50-cent-a-gallon tax over whatever many years on the people that have to drive for a living, people that go long distances. [SEP] We've got to collect the taxes to do it"
2,0,I'm concerned about America. [SEP] It's a totally different point of view
2,0,"when you have freedom fighters that want to protect that revolution, and go the democratic route. [SEP] The only thing I knew to do was to get aid as quickly as possible with state and federal help, and to put my arms around the man and his family and cry with them"
0,1,"You get a catastrophic plan to help you on it. [SEP] It's good for small businesses, good for owners"
0,1,they get sick. [SEP] People have lost their health care or are going bankrupt
2,0,Saddam Hussein is a threat. [SEP] I strongly support term limits for members of the US Congress
0,1,"They can pass it on to their kids if they want. [SEP] The reform we would like to offer is to allow our young people to begin to take a portion of the payroll tax, 2% of it, and invest it in a personal retirement account"
2,0,Vice President Quayle and Senator Gore both served on the Senate Armed Services Committee. [SEP] That is a record of promises made and promises kept
2,0,A lot of kids are expressing their concerns.. proliferation is one of the centerpieces of a multi-prong strategy to make the country safer
2,0,"I would do the opposite in every respect. [SEP] the way we do it is $2.50 for every cut, we ask for $1 of additional revenue, paid for, as I indicated earlier, by asking those of us who have done very well in this country to contribute a little bit more to reduce the deficit"
0,1,"We're increasing defense reasonably -- not too much, but we are increasing defense some. [SEP] there is a big difference in the defense budget"
0,1,The reality is that the best defense is a good offense. [SEP] One thing that we agree about is the need to be offensive in going after terrorists
2,0,"It’s how we got the sanctions on Iran that put a lid on the Iranian nuclear program without firing a single shot. [SEP] I look at Cuba today, I believe that we are following the right course"
0,1,"There was. [SEP] there was a penalty that was imposed by Palm Beach County, and the money came from your foundation"
1,1,"I don't take advantage of it. [SEP] as I have stood in and finally taken his running mate position, he has granted me total autonomy"
2,0,"I believe those negotiations should continue. [SEP] in one year, you provided $90 billion in breaks to the green energy world"
0,1,so that people can see what are the entanglements and the financial relationships that he ha. [SEP] we should demand that Donald release all of his tax returns
2,0,"In effect, what Senator Kennedy recommends is that the United States government should give help to the exiles and to those within Cuba who oppose the Castro regime - provided they are anti-Batista. [SEP] Mr. Ford has just not done it"
1,1,It has never been done before. [SEP] It's been done before
0,1,"In Longview, Texas the other day, I met a woman who was almost in tears. [SEP] yes, I think it should be expanded"
2,0,"This kind of deterioration in our economic strength is bound to weaken us around the world. [SEP] believe me, I don't want to see us return to those days"
0,1,That was the assessment. [SEP] we said exactly what the intelligence community told us that they knew
2,0,"whether we like it or not, and we could be very politically correct, but whether we like it or not, there is a problem. [SEP] as a matter of fact, when the president ran for office, he said that, by this year, he would have brought down the cost of insurance for each family by $2,500 a family"
2,0,It would have destroyed the economy of California. [SEP] I just disagree with Mr. Perot
2,0,"Almost every step of the way, our troops have been left on these extraordinarily difficult missions. [SEP] We suggested -- I think it has been over a year ago now -- we do the same with Medicare, and the White House called it a gimmick"
0,1,"as a result, produced Wilson, President Roosevelt, and President Truman. [SEP] it has stood for concern for the people's welfare"
2,0,How do we do what he has advocated without causing great distress within our own county. [SEP] the other superpowers need to do their part
0,1,"I don't know what it would be, but if we can come up with one, I think the world will be better off. [SEP] I never suggested where the weapons should be or what kind"
0,1,The poverty program we are going to concentrate on is creating jobs and opportunities. [SEP] everyone will have the opportunities that they want
1,1,"it's almost like an ad hoc foreign policy. [SEP] it seemed to me just as an observer that you know before you'd call somebody to America, you'd have some notion what the end result might be"
0,1,Getting us to a balanced budget. [SEP] My five-point plan does it
0,1,"It's not my term, it's the president's own Secretary of Defense, called them devastating. [SEP] It's not my term, it's the president's own secretary of defense called these trillion dollars of cuts to our military devastating"
0,1,"he wanted me to do was to sign on because of my experience to be a member of the team, to help him govern. [SEP] I think the important thing in picking a vice president probably varies from president to president"
2,0,"It is time for a change. [SEP] They want to cut the Capital Gain Tax, but only for home owners"
2,0,"He believes in deregulation in every circumstance. [SEP] if we can do what I've said, we can get it down without going and socking the American taxpayer once again"
0,1,we've got a lot of people advocating we don't want to put our money into Social Security. [SEP] I think one thing sooner or later we're going to have to consider is take a look at the Social Security system
0,1,"When something happens that endangers our security, or when something happens that threatens our stature in the world, or when American people are endangered by the actions of a foreign country, uh - just forty uh sailors on the Mayaguez, we obviously have to move aggressively and quickly to rescue them. [SEP] This is uh - what the American people want"
2,0,"we need to take a trillion dollars out of that $2.4 trillion surplus. [SEP] as we promote life and promote a culture of life, surely there are ways we can work together to reduce the number of abortions"
2,0,that that simply would be irresponsible. [SEP] given farmers the worst year in American history
2,0,"that we've had the funds, for example, locally to build the schools, and the hospitals, and the highways. [SEP] Now looking at Senator Kennedy's credentials: he is suggesting that he will move America faster and further than I will"
2,0,"Mr. Perot will tell you, for example, that the expert he hired to analyze his plan says that it will bring the deficit down in 5 years but it will make unemployment bad for 4 more years. [SEP] I'd have found a way to sign that bill"
0,1,"The mayors that I've talked to in some of our leading cities tell! [SEP] me that the Federal grants that come with. [SEP] for a specific cause or a specific objective, come with such red tape, such priorities established by a bureaucracy in Washington, that the local government's hands are tied with regard to using that money as they feel could best be used, and for what they think might be the top priority. [SEP] If they had that money without those government restrictions, every one of them has told me they could make great savings and make far greater use of the money"
1,1,"We'll also make sure that we have trade relations with China that work for us. [SEP] I've watched year in and year out as companies have shut down and people have lost their jobs because China has not played by the same rules, in part by holding down artificially the value of their currency"
2,0,"It was due to go bankrupt in 1999 and that 50 million figure again, the newspapers -- I said -- you said forget the journalists, but they are the keepers of the score card. [SEP] That's one of my promises"
0,1,The American people have a right to understand it and to know it. [SEP] that's why I was the first chairman of the Judiciary Committee to forthrightly state that it matters what your judicial philosophy is
2,0,"Yes, we're going to have a strong and credible and effective nuclear deterrent. [SEP] the $100 billion tax dodge that, in fact, allows people to take their post office box off- shore, avoid taxes"
2,0,"We made significant breakthroughs, I think, at the end of the Bush administration. [SEP] we still don't have one list that everyone can work off of to see if terrorists are entering this country"
2,0,I think people need to be held responsible for the actions they take in life. [SEP] We just went through it.
2,0,"I'm for the D-5. [SEP] I believe that the uh - American people have been turned off in this election, uh - Mr. Maynard, for a variety of reasons"
2,0,Under my plan it will be -- its solvency will be extended until you're 100. everyone in the world knows that there were no weapons of mass destruction
1,1,"I do not believe we should have either compulsory arbitration or seizure. [SEP] I understand in his last speech before the Steelworkers Union, that he changed that position and indicated that he felt that government seizure might be the best way to stop a strike which could not be settled by collective bargaining"
0,1,He said he was going to lower tax rates. [SEP] He said he was going to broaden the base
2,0,I've argued that we should fully funded it. [SEP] George Bush is the man to do this
0,1,there seems to be no shortage of investment capital. [SEP] We have restored much of our economy
2,0,"He had two terms in the Congress. [SEP] If we could stop, right now, the testing and the deployment of these space weapons -- and the President's proposals go clear beyond research; if it was just research we wouldn't have any argument"
0,1,Many inner-city kids just move through. [SEP] just kids were being shuffled through the school
0,1,"You have to see what kind of leadership roles that person has played in his life before that crisis struck him. [SEP] I think what we are looking at here is someone that can step in at the presidency level at the moment, if that tragedy would occur"
