text,label,label_value,prediction
"I concurred in that, and said that we should have some number of troops that stayed on [SEP] there was an effort on the part of the president to have a status of forces agreement",1,support,support
"there was an effort on the part of the president to have a status of forces agreement [SEP] with regards to Iraq, you and I agreed I believe that there should be a status of forces agreement",1,support,support
"You thought it should have been 5,000 troops [SEP] What I would not have had done was left 10,000 troops in Iraq that would tie us down",0,attack,support
"This was just a few weeks ago that you indicated that we should still have troops in Iraq [SEP] What I would not have had done was left 10,000 troops in Iraq that would tie us down",0,attack,support
"You've got to be clear, both to our allies and our enemies, about where you stand and what you mean [SEP] You just gave a speech a few weeks ago in which you said we should still have troops in Iraq",0,attack,support
"You've got to be clear, both to our allies and our enemies, about where you stand and what you mean [SEP] That is not a recipe for making sure that we are taking advantage of the opportunities and meeting the challenges of the Middle East",0,attack,support
You just gave a speech a few weeks ago in which you said we should still have troops in Iraq [SEP] That is not a recipe for making sure that we are taking advantage of the opportunities and meeting the challenges of the Middle East,1,support,support
"what I've done throughout my presidency and will continue to do is, number one, make sure that these countries are supporting our counterterrorism efforts [SEP] it is absolutely true that we cannot just meet these challenges militarily",1,support,support
"Number two, make sure that they are standing by our interests in Israel's security [SEP] it is absolutely true that we cannot just meet these challenges militarily",1,support,support
"it is a true friend and our greatest ally in the region [SEP] Number two, make sure that they are standing by our interests in Israel's security",1,support,support
"Number three, we do have to make sure that we're protecting religious minorities and women [SEP] it is absolutely true that we cannot just meet these challenges militarily",1,support,support
"these countries can't develop unless all the population, not just half of it, is developing [SEP] Number three, we do have to make sure that we're protecting religious minorities and women",1,support,support
"Number four, we do have to develop their economic -- their economic capabilities [SEP] it is absolutely true that we cannot just meet these challenges militarily",1,support,support
"number five, the other thing that we have to do is recognize that we can't continue to do nation building in these regions [SEP] it is absolutely true that we cannot just meet these challenges militarily",1,support,support
it is absolutely true that we cannot just meet these challenges militarily [SEP] That will help us maintain the kind of American leadership that we need,1,support,support
"Part of American leadership is making sure that we're doing nation building here at home [SEP] number five, the other thing that we have to do is recognize that we can't continue to do nation building in these regions",0,attack,support
Part of American leadership is making sure that we're doing nation building here at home [SEP] That will help us maintain the kind of American leadership that we need,1,support,support
"We've mobilized sanctions against that government [SEP] What we've done is organize the international community, saying Assad has to go",1,support,support
"We have made sure that they are isolated [SEP] What we've done is organize the international community, saying Assad has to go",1,support,support
"We have provided humanitarian assistance [SEP] What we've done is organize the international community, saying Assad has to go",1,support,support
"we are helping the opposition organize [SEP] What we've done is organize the international community, saying Assad has to go",1,support,support
"we're particularly interested in making sure that we're mobilizing the moderate forces inside of Syria [SEP] What we've done is organize the international community, saying Assad has to go",1,support,support
"ultimately, Syrians are going to have to determine their own future [SEP] What we've done is organize the international community, saying Assad has to go",0,attack,support
"everything we're doing, we're doing in consultation with our partners in the region, including Israel which obviously has a huge interest in seeing what happens in Syria [SEP] ultimately, Syrians are going to have to determine their own future",1,support,support
"coordinating with Turkey and other countries in the region that have a great interest in this [SEP] ultimately, Syrians are going to have to determine their own future",1,support,support
what we're seeing taking place in Syria is heartbreaking [SEP] we are going to do everything we can to make sure that we are helping the opposition,1,support,support
for us to get more entangled militarily in Syria is a serious step [SEP] we have to do so making absolutely certain that we know who we are helping,1,support,support
we have to do so making absolutely certain that we know who we are helping [SEP] that we're not putting arms in the hands of folks who eventually could turn them against us or allies in the region,0,attack,support
we are going to do everything we can to make sure that we are helping the opposition [SEP] we have to do so making absolutely certain that we know who we are helping,1,support,support
we have to do so making absolutely certain that we know who we are helping [SEP] I am confident that Assad's days are numbered,1,support,support
"I am confident that Assad's days are numbered [SEP] what we can't do is to simply suggest that, as Governor Romney at times has suggested, that giving heavy weapons, for example, to the Syrian opposition is a simple proposition that would lead us to be safer over the long term",0,attack,support
"Syria plays an important role in the Middle East, particularly right now [SEP] Syria is an opportunity for us",1,support,support
Syria is Iran's only ally in the Arab world [SEP] It's their route to the sea,1,support,support
"It's their route to the sea [SEP] It's the route for them to arm Hezbollah in Lebanon, which threatens, of course, our ally, Israel",1,support,support
"It's the route for them to arm Hezbollah in Lebanon, which threatens, of course, our ally, Israel [SEP] seeing Syria remove Assad is a very high priority for us",1,support,support
Syria is an opportunity for us [SEP] seeing Syria remove Assad is a very high priority for us,1,support,support
We don't want to get drawn into a military conflict [SEP] we don't want to have military involvement there,1,support,support
"we don't want to have military involvement there [SEP] the right course for us, is working through our partners and with our own resources, to identify responsible parties within Syria, organize them, bring them together in a -- in a form of -- if not government, a form of -- of -- of council that can take the lead in Syria",1,support,support
"seeing a -- a replacement government being responsible people is critical for us [SEP] the right course for us, is working through our partners and with our own resources, to identify responsible parties within Syria, organize them, bring them together in a -- in a form of -- if not government, a form of -- of -- of council that can take the lead in Syria",1,support,support
"seeing Syria remove Assad is a very high priority for us [SEP] the right course for us, is working through our partners and with our own resources, to identify responsible parties within Syria, organize them, bring them together in a -- in a form of -- if not government, a form of -- of -- of council that can take the lead in Syria",1,support,support
"the right course for us, is working through our partners and with our own resources, to identify responsible parties within Syria, organize them, bring them together in a -- in a form of -- if not government, a form of -- of -- of council that can take the lead in Syria [SEP] make sure they have the arms necessary to defend themselves",1,support,support
make sure they have the arms necessary to defend themselves [SEP] We do need to make sure that they don't have arms that get into the -- the wrong hands,0,attack,support
Those arms could be used to hurt us down the road [SEP] We do need to make sure that they don't have arms that get into the -- the wrong hands,1,support,support
"the Saudi's and the Qatari, and -- and the Turks are all very concerned about this [SEP] They're willing to work with us",1,support,support
"making sure that the -- the insurgent there are armed and that the insurgents that become armed, are people who will be the responsible parties [SEP] We need to have a very effective leadership effort in Syria",1,support,support
"They're willing to work with us [SEP] We need to make sure as well that we coordinate this effort with our allies, and particularly with -- with Israel",1,support,support
"We need to make sure as well that we coordinate this effort with our allies, and particularly with -- with Israel [SEP] We need to have a very effective leadership effort in Syria",1,support,support
I believe that Assad must go [SEP] I believe he will go,1,support,support
"steps that in the years to come we see Syria as a -- as a friend, and Syria as a responsible party in the Middle East [SEP] we want to make sure that we have the relationships of friendship with the people that take his place",1,support,support
we want to make sure that we have the relationships of friendship with the people that take his place [SEP] this is a critical opportunity for America,1,support,support
"this is a critical opportunity for America [SEP] what I'm afraid of is we've watched over the past year or so, first the president saying, well we'll let the U.N. deal with it",0,attack,support
That didn't work [SEP] Kofi Annan came in and said we're going to try to have a ceasefire,0,attack,support
"this is a critical opportunity for America [SEP] We should be playing the leadership role there, not on the ground with military",1,support,support
"Kofi Annan came in and said we're going to try to have a ceasefire [SEP] what I'm afraid of is we've watched over the past year or so, first the president saying, well we'll let the U.N. deal with it",1,support,support
"We should be playing the leadership role there, not on the ground with military [SEP] Then it went to the Russians and said, let's see if you can do something",0,attack,support
"We are playing the leadership role [SEP] We should be playing the leadership role there, not on the ground with military",0,attack,support
We organized the Friends of Syria [SEP] We are playing the leadership role,1,support,support
"We are mobilizing humanitarian support, and support for the opposition [SEP] We are playing the leadership role",1,support,support
we are making sure that those we help are those who will be friends of ours in the long term and friends of our allies in the region over the long term [SEP] We are playing the leadership role,1,support,support
going back to Libya -- because this is an example of how we make choices [SEP] we were able to immediately stop the massacre there,1,support,support
because of the unique circumstances and the coalition that we had helped to organize. [SEP] we were able to immediately stop the massacre there,1,support,support
We are playing the leadership role [SEP] we were able to immediately stop the massacre there,1,support,support
"when it came time to making sure that Gadhafi did not stay in power, that he was captured, Governor, your suggestion was that this was mission creep, that this was mission muddle [SEP] to the governor's credit, you supported us going into Libya and the coalition that we organized",0,attack,support
"we have to take the same kind of steady, thoughtful leadership when it comes to Syria [SEP] That's exactly what we're doing",1,support,support
"Imagine if we had pulled out at that point [SEP] when it came time to making sure that Gadhafi did not stay in power, that he was captured, Governor, your suggestion was that this was mission creep, that this was mission muddle",0,attack,support
we were going to make sure that we finished the job [SEP] Moammar Gadhafi had more American blood on his hands than any individual other than Osama bin Laden,1,support,support
That's part of the reason why the Libyans stand with us [SEP] we were going to make sure that we finished the job,1,support,support
We also had to make sure that Moammar Gadhafi didn't stay there [SEP] Moammar Gadhafi had more American blood on his hands than any individual other than Osama bin Laden,1,support,support
"we did so in a careful, thoughtful way, making certain that we knew who we were dealing with, that those forces of moderation on the ground were ones that we could work with [SEP] That's part of the reason why the Libyans stand with us",1,support,support
I don't want to have our military involved in Syria [SEP] I don't think there is a necessity to put our military in Syria at this stage,1,support,support
I don't anticipate that in the future [SEP] I don't think there is a necessity to put our military in Syria at this stage,1,support,support
I do not want to see a military involvement on the part of our -- of our troops [SEP] I don't think there is a necessity to put our military in Syria at this stage,1,support,support
I don't think there is a necessity to put our military in Syria at this stage [SEP] this isn't going to be necessary,1,support,support
"we have, with our partners in the region, we have sufficient resources to support those groups [SEP] this isn't going to be necessary",1,support,support
this isn't going to be necessary [SEP] this should have been a time for American leadership,0,attack,support
this has been going on for a year [SEP] this should have been a time for American leadership,0,attack,support
"We should have taken a leading role, not militarily, but a leading role organizationally, governmentally to bring together the parties [SEP] this should have been a time for American leadership",0,attack,support
"to find responsible parties [SEP] We should have taken a leading role, not militarily, but a leading role organizationally, governmentally to bring together the parties",1,support,support
"They haven't come together [SEP] As you hear from intelligence sources even today, the -- the insurgents are highly disparate",1,support,support
"They haven't formed a unity group, a council of some kind [SEP] As you hear from intelligence sources even today, the -- the insurgents are highly disparate",1,support,support
"That needs to happen [SEP] As you hear from intelligence sources even today, the -- the insurgents are highly disparate",0,attack,support
America can help that happen [SEP] That needs to happen,1,support,support
That needs to happen [SEP] we need to make sure they have the arms they need to carry out the very important role which is getting rid of Assad,1,support,support
"I want to make sure they get armed and they have the arms necessary to defend themselves [SEP] As I indicated, our objectives are to replace Assad and to have in place a new government which is friendly to us, a responsible government, if possible",1,support,support
"also to remove -- to remove Assad [SEP] As I indicated, our objectives are to replace Assad and to have in place a new government which is friendly to us, a responsible government, if possible",1,support,support
"As I indicated, our objectives are to replace Assad and to have in place a new government which is friendly to us, a responsible government, if possible [SEP] I do not want to see a military involvement on the part of our -- of our troops",0,attack,support
What you just heard Governor Romney said is he doesn't have different ideas [SEP] we're doing exactly what we should be doing to try to promote a moderate Syrian leadership and a -- an effective transition so that we get Assad out,1,support,support
That's the kind of leadership we've shown [SEP] we're doing exactly what we should be doing to try to promote a moderate Syrian leadership and a -- an effective transition so that we get Assad out,1,support,support
we're doing exactly what we should be doing to try to promote a moderate Syrian leadership and a -- an effective transition so that we get Assad out [SEP] That's the kind of leadership we'll continue to show,1,support,support
"No, I don't [SEP] America has to stand with democracy",1,support,support
"America has to stand with democracy [SEP] The notion that we would have tanks run over those young people who were in Tahrir Square, that is not the kind of American leadership that John F. Kennedy talked about 50 years ago",0,attack,support
"now that you have a democratically elected government in Egypt, that they have to make sure that they take responsibility for protecting religious minorities [SEP] recognize the rights of women, which is critical throughout the region",1,support,support
"recognize the rights of women, which is critical throughout the region [SEP] These countries can't develop if young women are not given the kind of education that they need",0,attack,support
"not only is Israel's security at stake, but our security is at stake if that unravels [SEP] That is a red line for us",1,support,support
That is a red line for us [SEP] They have to abide by their treaty with Israel,1,support,support
"ultimately what's going to make the Egyptian revolution successful for the people of Egypt, but also for the world, is if those young people who gathered there are seeing opportunities [SEP] we will help them with respect to developing their own economy",1,support,support
Their aspirations are similar to young people's here [SEP] we will help them with respect to developing their own economy,1,support,support
They want jobs [SEP] Their aspirations are similar to young people's here,1,support,support
they want to be able to make sure their kids are going to a good school [SEP] Their aspirations are similar to young people's here,1,support,support
They want to make sure that they have a roof over their heads and that they have the prospects of a better life in the future [SEP] Their aspirations are similar to young people's here,1,support,support
"one of the things that we've been doing is, is, for example, organizing entrepreneurship conferences with these Egyptians to give them a sense of how they can start rebuilding their economy in a way that's noncorrupt, that's transparent [SEP] Their aspirations are similar to young people's here",1,support,support
"it's very hard for us to project leadership around the world when we're not doing what we need to do [SEP] You know, one of the challenges over the last decade is we've done experiments in nation building in places like Iraq and Afghanistan and we've neglected, for example, developing our own economy, our own energy sectors, our own education system",1,support,support
"what is also important for us to understand is, is that for America to be successful in this region there's some things that we're going to have to do here at home as well [SEP] You know, one of the challenges over the last decade is we've done experiments in nation building in places like Iraq and Afghanistan and we've neglected, for example, developing our own economy, our own energy sectors, our own education system",0,attack,support
"I wish that, looking back at the beginning of the president's term and even further back than that, that we'd have recognized that there was a growing energy and passion for freedom in that part of the world [SEP] that we would have worked more aggressively with our friend and with other friends in the region to have them make the transition towards a more representative form of government, such that it didn't explode in the way that it did",1,support,support
"that we would have worked more aggressively with our friend and with other friends in the region to have them make the transition towards a more representative form of government, such that it didn't explode in the way that it did [SEP] I wish we'd have had a better vision of the future",1,support,support
"I wish we'd have had a better vision of the future [SEP] I believe, as the president indicated, and said at the time that I supported his -- his action there",0,attack,support
"once it exploded, I felt the same as the president did, which is these freedom voices and the streets of Egypt, where the people who were speaking of our principles and the President Mubarak had done things which were unimaginable and the idea of him crushing his people was not something that we could possibly support [SEP] that we would have worked more aggressively with our friend and with other friends in the region to have them make the transition towards a more representative form of government, such that it didn't explode in the way that it did",1,support,support
our purpose is to make sure the world is more -- is peaceful [SEP] We want a peaceful planet,1,support,support
"We want a peaceful planet [SEP] We want people to be able to enjoy their lives and know they're going to have a bright and prosperous future, not be at war",1,support,support
"We want people to be able to enjoy their lives and know they're going to have a bright and prosperous future, not be at war [SEP] That's our purpose",1,support,support
That's our purpose [SEP] the mantle of leadership for the -- promoting the principles of peace has fallen to America,1,support,support
the mantle of leadership for the -- promoting the principles of peace has fallen to America [SEP] We didn't ask for it,0,attack,support
it's an honor that we have it [SEP] the mantle of leadership for the -- promoting the principles of peace has fallen to America,1,support,support
for us to be able to promote those principles of peace requires us to be strong [SEP] that begins with a strong economy here at home,1,support,support
that begins with a strong economy here at home [SEP] the economy is not stronger,0,attack,support
"When the -- when the president of Iraq -- excuse me, of Iran, Ahmadinejad, says that our debt makes us not a great country, that's a frightening thing [SEP] we have weakened our economy",1,support,support
Former chief of the -- Joint Chiefs of Staff said that -- Admiral Mullen said that our debt is the biggest national security threat we face [SEP] we have weakened our economy,1,support,support
the economy is not stronger [SEP] we have weakened our economy,1,support,support
We need a strong economy [SEP] we have weakened our economy,0,attack,support
"Our military is second to none in the world [SEP] We're blessed with terrific soldiers, and extraordinary technology and intelligence",1,support,support
"We're blessed with terrific soldiers, and extraordinary technology and intelligence [SEP] We need to have as well a strong military",1,support,support
We need to have as well a strong military [SEP] the idea of a trillion dollar in cuts through sequestration and budget cuts to the military would change that,0,attack,support
We need to have strong allies [SEP] Our association and connection with our allies is essential to America's strength,1,support,support
"We're the great nation that has allies, 42 allies and friends around the world [SEP] Our association and connection with our allies is essential to America's strength",1,support,support
"if we're strong in each of those things, American influence will grow [SEP] we have to stand by our principles",1,support,support
"if we're strong in each of those things, American influence will grow [SEP] nowhere in the world is America's influence greater today than it was four years ago",0,attack,support
we've become weaker in each of those four... [SEP] nowhere in the world is America's influence greater today than it was four years ago,1,support,support
"I absolutely believe that America has a -- a responsibility, and the privilege of helping defend freedom and promote the principles that -- that make the world more peaceful [SEP] those principles include human rights, human dignity, free enterprise, freedom of expression, elections",1,support,support
"those principles include human rights, human dignity, free enterprise, freedom of expression, elections [SEP] we want to promote those principles around the world",1,support,support
"when there are elections, people tend to vote for peace [SEP] those principles include human rights, human dignity, free enterprise, freedom of expression, elections",1,support,support
we want to promote those principles around the world [SEP] They don't vote for war,0,attack,support
We want to end those conflicts to the extent humanly possible [SEP] We recognize that there are places of conflict in the world,0,attack,support
in order to be able to fulfill our role in the world [SEP] America must be strong,1,support,support
for that to happen [SEP] we have to strengthen our economy here at home,1,support,support
America must be strong [SEP] we have to strengthen our economy here at home,1,support,support
America must lead [SEP] we have to strengthen our economy here at home,1,support,support
we have to strengthen our economy here at home [SEP] 23 million people struggling to get a job,0,attack,support
an economy that over the last three years keeps slowing down its growth rate [SEP] 23 million people struggling to get a job,1,support,support
"kids coming out of college, half of them can't find a job today, or a job that's commensurate with their college degree [SEP] 23 million people struggling to get a job",1,support,support
we have to strengthen our economy here at home [SEP] We have to get our economy going,1,support,support
We don't know what the world is going to throw at us down the road [SEP] we've got to strengthen our military long-term,1,support,support
we make decisions today in the military that -- that will confront challenges we can't imagine [SEP] we've got to strengthen our military long-term,1,support,support
"In the 2000 debates, there was no mention of terrorism, for instance [SEP] a year later, 9/11 happened",1,support,support
"a year later, 9/11 happened [SEP] we make decisions today in the military that -- that will confront challenges we can't imagine",1,support,support
we have to make decisions based upon uncertainty [SEP] that means a strong military,1,support,support
we've got to strengthen our military long-term [SEP] that means a strong military,1,support,support
I will not cut our military budget [SEP] that means a strong military,1,support,support
"We have to also stand by our allies [SEP] when the students took to the streets in Tehran and the people there protested, the Green Revolution occurred, for the president to be silent I thought was an enormous mistake",0,attack,support
"pulling our missile defense program out of Poland in the way we did was also unfortunate in terms of, if you will, disrupting the relationship in some ways that existed between us [SEP] when the students took to the streets in Tehran and the people there protested, the Green Revolution occurred, for the president to be silent I thought was an enormous mistake",1,support,support
"the tension that existed between Israel and the United States was very unfortunate [SEP] when the students took to the streets in Tehran and the people there protested, the Green Revolution occurred, for the president to be silent I thought was an enormous mistake",1,support,support
We have to stand for our principles [SEP] stand for our allies,1,support,support
stand for our allies [SEP] stand for a strong military,1,support,support
stand for a strong military [SEP] stand for a stronger economy,1,support,support
the world needs a strong America [SEP] it is stronger now than when I came into office,1,support,support
America remains the one indispensable nation [SEP] the world needs a strong America,1,support,support
we ended the war in Iraq [SEP] it is stronger now than when I came into office,1,support,support
"we were able to refocus our attention on not only the terrorist threat, but also beginning a transition process in Afghanistan [SEP] it is stronger now than when I came into office",1,support,support
It also allowed us to refocus on alliances and relationships that had been neglected for a decade [SEP] it is stronger now than when I came into office,1,support,support
our alliances have never been stronger [SEP] We have to also stand by our allies,0,attack,support
"in Asia, in Europe, in Africa, with Israel, where we have unprecedented military and intelligence cooperation, including dealing with the Iranian threat [SEP] our alliances have never been stronger",1,support,support
what we also have been able to do is position ourselves so we can start rebuilding America [SEP] that's what my plan does,1,support,support
as we've done with the auto industry [SEP] Making sure that we're bringing manufacturing back to our shores so that we're creating jobs here,1,support,support
Making sure that we're bringing manufacturing back to our shores so that we're creating jobs here [SEP] that's what my plan does,1,support,support
retraining our workers for the jobs of tomorrow [SEP] Making sure that we've got the best education system in the world,1,support,support
Making sure that we've got the best education system in the world [SEP] that's what my plan does,1,support,support
Doing everything we can to control our own energy [SEP] that's what my plan does,1,support,support
We've cut our oil imports to the lowest level in two decades [SEP] Doing everything we can to control our own energy,1,support,support
we've developed oil and natural gas [SEP] We've cut our oil imports to the lowest level in two decades,1,support,support
we also have to develop clean energy technologies that will allow us to cut our exports in half by 2020 [SEP] We've cut our oil imports to the lowest level in two decades,0,attack,support
not rewarding companies that are shipping jobs overseas [SEP] that's what my plan does,1,support,support
That's the kind of leadership that we need to show [SEP] that's what my plan does,1,support,support
we've got to make sure that we reduce our deficit [SEP] that's what my plan does,1,support,support
that's what my plan does [SEP] Governor Romney's plan doesn't do it,0,attack,support
That way we can invest in the research and technology that's always kept us at the cutting edge [SEP] also asking the wealthiest to pay a little bit more,1,support,support
We've got to do it in a responsible way by cutting out spending we don't need [SEP] we've got to make sure that we reduce our deficit,1,support,support
also asking the wealthiest to pay a little bit more [SEP] We've got to do it in a responsible way by cutting out spending we don't need,1,support,support
"Governor Romney has taken a different approach throughout this campaign [SEP] Both at home and abroad, he has proposed wrong and reckless policies",0,attack,support
"He's praised George Bush as a good economic steward and Dick Cheney as somebody who's -- who shows great wisdom and judgment [SEP] Both at home and abroad, he has proposed wrong and reckless policies",1,support,support
"Both at home and abroad, he has proposed wrong and reckless policies [SEP] taking us back to those kinds of strategies that got us into this mess are not the way that we are going to maintain leadership in the 21st century",1,support,support
"I've got a policy for the future and agenda for the future [SEP] Both at home and abroad, he has proposed wrong and reckless policies",0,attack,support
"when it comes to our economy here at home, I know what it takes to create 12 million new jobs and rising take-home pay [SEP] I've got a policy for the future and agenda for the future",1,support,support
The president said by now we'd be a 5.4 percent unemployment [SEP] We're 9 million jobs short of that,0,attack,support
The president said by now we'd be a 5.4 percent unemployment [SEP] what we've seen over the last four years is something I don't want to see over the next four years,1,support,support
I will get America working again and see rising take-home pay again [SEP] what we've seen over the last four years is something I don't want to see over the next four years,0,attack,support
I will get America working again and see rising take-home pay again [SEP] I'll do it with five simple steps,1,support,support
"We're going to do it by taking full advantage of oil, coal, gas, nuclear and our renewables [SEP] we are going to have North American energy independence",1,support,support
we are going to have North American energy independence [SEP] I'll do it with five simple steps,1,support,support
Trade grows about 12 percent year [SEP] It doubles about every -- every five or so years,1,support,support
"We can do better than that, particularly in Latin America [SEP] It doubles about every -- every five or so years",0,attack,support
"The opportunities for us in Latin America we have just not taken advantage of fully [SEP] We can do better than that, particularly in Latin America",1,support,support
"As a matter of fact, Latin America's economy is almost as big as the economy of China [SEP] The opportunities for us in Latin America we have just not taken advantage of fully",1,support,support
we're going to increase our trade [SEP] I'll do it with five simple steps,1,support,support
It doubles about every -- every five or so years [SEP] we're going to increase our trade,1,support,support
"We're all focused on China [SEP] As a matter of fact, Latin America's economy is almost as big as the economy of China",1,support,support
"Latin America is a huge opportunity for us -- time zone, language opportunities [SEP] The opportunities for us in Latin America we have just not taken advantage of fully",1,support,support
"we're going to have to have training programs that work for our workers and schools that finally put the parents and the teachers and the kids first, and the teachers' unions going to have to go behind [SEP] I'll do it with five simple steps",1,support,support
we're going to have to get to a balanced budget [SEP] I'll do it with five simple steps,1,support,support
that's where we're going right now unless we finally get off this spending and borrowing binge [SEP] We can't expect entrepreneurs and businesses large and small to take their life savings or their company's money and invest in America if they think we're headed to the road to Greece,0,attack,support
I'll get us on track to a balanced budget [SEP] we're going to have to get to a balanced budget,1,support,support
we've got to champion small business [SEP] I'll do it with five simple steps,1,support,support
Small business is where jobs come from [SEP] we've got to champion small business,1,support,support
Two-thirds of our jobs come from small businesses [SEP] Small business is where jobs come from,1,support,support
Small business is where jobs come from [SEP] New business formation is down to the lowest level in 30 years under this administration,0,attack,support
I want to bring it back and get back good jobs and rising take-home pay [SEP] we've got to champion small business,1,support,support
"Governor, when you were in Massachusetts, small businesses development ranked about 48th, I think out of 50 states in Massachusetts [SEP] the policies that you are promoting actually don't help small businesses",1,support,support
the policies that you are promoting actually don't help small businesses [SEP] we've got to champion small business,0,attack,support
the way you define small businesses includes folks at the very top [SEP] they include you and me,1,support,support
That's not the kind of small business promotion we need [SEP] they include you and me,0,attack,support
We've seen progress and gains in schools that were having a terrible time [SEP] they're starting to finally make progress,1,support,support
"they're starting to finally make progress [SEP] You know, under my leadership, what we've done is reformed education, working with governors, 46 states",1,support,support
"we know is going to make a difference in the 21st century and that's our education policy [SEP] You know, under my leadership, what we've done is reformed education, working with governors, 46 states",1,support,support
"we know that we've fallen behind when it comes to math and science [SEP] what I now want to do is to hire more teachers, especially in math and science",1,support,support
"those teachers can make a difference [SEP] what I now want to do is to hire more teachers, especially in math and science",1,support,support
"Governor Romney, when you were asked by teachers whether or not this would help the economy grow, you said this isn't going to help the economy grow [SEP] When you were asked about reduced class sizes, you said class sizes don't make a difference",1,support,support
"if you talk to teachers, they will tell you it does make a difference [SEP] When you were asked about reduced class sizes, you said class sizes don't make a difference",0,attack,support
"what I now want to do is to hire more teachers, especially in math and science [SEP] if we've got math teachers who are able to provide the kind of support that they need for our kids, that's what's going to determine whether or not the new businesses are created here",1,support,support
"Companies are going to locate here depending on whether we've got the most highly skilled workforce [SEP] if we've got math teachers who are able to provide the kind of support that they need for our kids, that's what's going to determine whether or not the new businesses are created here",1,support,support
"when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education [SEP] that's undermining our long-term competitiveness",1,support,support
"if we've got math teachers who are able to provide the kind of support that they need for our kids, that's what's going to determine whether or not the new businesses are created here [SEP] that's undermining our long-term competitiveness",0,attack,support
"That is not good for America's position in the world, and the world notices [SEP] that's undermining our long-term competitiveness",0,attack,support
"How did we do that? Well, Republicans and Democrats came together on a bipartisan basis to put in place education principles that focused on having great teachers in the classroom [SEP] that was what allowed us to become the number one state in the nation",1,support,support
I'm so proud of the state that I had the chance to be governor of [SEP] that was what allowed us to become the number one state in the nation,1,support,support
We have every two years tests that look at how well our kids are doing [SEP] that was what allowed us to become the number one state in the nation,1,support,support
"Fourth graders and eighth graders are tested in English and math [SEP] While I was governor, I was proud that our fourth graders came out number one of all 50 states in English, and then also in math",1,support,support
"While I was governor, I was proud that our fourth graders came out number one of all 50 states in English, and then also in math [SEP] And our eighth graders number one in English and also in math",1,support,support
And our eighth graders number one in English and also in math [SEP] First time one state had been number one in all four measures,1,support,support
First time one state had been number one in all four measures [SEP] that was what allowed us to become the number one state in the nation,1,support,support
that was 10 years before you took office [SEP] that was what allowed us to become the number one state in the nation,0,attack,support
"then you cut education spending when you came into office [SEP] You know, under my leadership, what we've done is reformed education, working with governors, 46 states",0,attack,support
that was what allowed us to become the number one state in the nation [SEP] we kept our schools number one in the nation,1,support,support
They're still number one today [SEP] we kept our schools number one in the nation,1,support,support
"the principles that we put in place, we also gave kids not just a graduation exam that determined whether they were up to the skills needed to -- to be able compete, but also if they graduated the quarter of their class, they got a four-year tuition- free ride at any Massachusetts public institution of higher learning [SEP] we kept our schools number one in the nation",1,support,support
That happened before you came into office [SEP] we kept our schools number one in the nation,0,attack,support
"That was actually mine, actually, Mr. President [SEP] That happened before you came into office",0,attack,support
"You got that fact wrong [SEP] That was actually mine, actually, Mr. President",0,attack,support
that one doesn't sound good [SEP] it's not affordable,1,support,support
"we're going to cut about 5 percent of the discretionary budget, excluding military [SEP] You look at how we get to a balanced budget within eight to 10 years. We do it by getting -- by reducing spending in a whole series of programs",1,support,support
You look at how we get to a balanced budget within eight to 10 years. We do it by getting -- by reducing spending in a whole series of programs [SEP] I get rid of is Obamacare,1,support,support
it's not affordable [SEP] I get rid of is Obamacare,1,support,support
"There are a number of things that sound good, but frankly, we just can't afford them [SEP] You look at how we get to a balanced budget within eight to 10 years. We do it by getting -- by reducing spending in a whole series of programs",1,support,support
"To the extent humanly possible, we get that out. [SEP] I'd get rid of that one from day one",1,support,support
I'd get rid of that one from day one [SEP] it's not affordable,1,support,support
"states run these programs more efficiently [SEP] we take some programs that we are doing to keep, like Medicaid, which is a program for the poor; we'll take that healthcare program for the poor and we give it to the states to run",1,support,support
"I can run this more efficiently than the federal government [SEP] As a governor, I thought please, give me this program",1,support,support
"states, by the way, are proving it [SEP] I can run this more efficiently than the federal government",1,support,support
"As a governor, I thought please, give me this program [SEP] states run these programs more efficiently",1,support,support
"We take program after program that we don't absolutely have to have, and we get rid of them [SEP] You look at how we get to a balanced budget within eight to 10 years. We do it by getting -- by reducing spending in a whole series of programs",1,support,support
"have shown they can run these programs more cost-effectively [SEP] States like Arizona, Rhode Island have taken these -- these Medicaid dollars",1,support,support
"States like Arizona, Rhode Island have taken these -- these Medicaid dollars [SEP] states, by the way, are proving it",1,support,support
I want to do those two things and get this -- get this to a balanced budget with eight -- eight to 10 years [SEP] You look at how we get to a balanced budget within eight to 10 years. We do it by getting -- by reducing spending in a whole series of programs,1,support,support
the math doesn't work [SEP] Governor Romney's called for $5 trillion of tax cuts that he says he's going to pay for by closing deductions,0,attack,support
he continues to claim that he's going to do it [SEP] the math doesn't work,1,support,support
"keep in mind that our military spending has gone up every single year that I've been in office [SEP] We spend more on our military than the next 10 countries combined; China, Russia, France, the United Kingdom, you name it",1,support,support
"We spend more on our military than the next 10 countries combined; China, Russia, France, the United Kingdom, you name it [SEP] The next 10",1,support,support
"The next 10 [SEP] what I did was work with our joint chiefs of staff to think about, what are we going to need in the future to make sure that we are safe",1,support,support
"what I did was work with our joint chiefs of staff to think about, what are we going to need in the future to make sure that we are safe [SEP] that's the budget that we've put forward",1,support,support
