text,label,prediction
Senator Kennedy .,Senator Kennedy.,Senator Kennedy.
"John , I ...","John, I...","John, I..."
"I disagree with both of them . For one thing , let me just follow up here . I disagree with Mr. Perot that the answer is to raise -- put a 50 - cent gas tax on the middle class and raise more taxes on the middle class and the working poor than on the wealthy . His own analysis says that unemployment will be slightly higher in 1995 under his plan than it is today . And as far as what Mr. Bush says , he is the person who raised taxes on the middle class after saying he would n't . And just this year , Mr. Bush vetoed a tax increase on the wealthy that gave middle class tax relief . He vetoed middle class tax relief this year . And furthermore , under this administration , spending has increased more than it has in the last 20 years and he asked Congress to spend more money than it actually spent . Now , it 's hard to out - spend Congress but he tried to for the last 3 years . So my view is the middle class is the -- they 've been suffering , Jim . Now , should people pay more for Medicare if they can ? Yes . Should they pay more for Social Security if they get more out of it than they paid in , they 're upper income people ? Yes . But look what 's happened to the middle class . Middle class Americans are working harder for less money than they were making ten years ago and they 're paying higher taxes . The tax burden on them has not gone down . It has gone up . I do n't think the answer is to slow the economy down more , drive unemployment up more and undermine the health of the private sector . The answer is to invest and grow this economy . That 's what works in other countries and that 's what 'll work here .","<Claim> I disagree with both of them . </Claim> For one thing, let me just follow up here. <Claim> I disagree with Mr. Perot that the answer is to raise -- put a 50 - cent gas tax on the middle class and raise more taxes on the middle class and the working poor than on the wealthy . </Claim> <Premise> His own analysis says that unemployment will be slightly higher in 1995 under his plan than it is today . </Premise> And as far as what Mr. Bush says, <Premise> he is the person who raised taxes on the middle class after saying he would n't . </Premise> And <Premise> just this year , Mr. Bush vetoed a tax increase on the wealthy that gave middle class tax relief . </Premise> <Premise> He vetoed middle class tax relief this year . </Premise> And furthermore, <Premise> under this administration , spending has increased more than it has in the last 20 years </Premise> and <Premise> he asked Congress to spend more money than it actually spent . </Premise> Now, <Claim> it 's hard to out - spend Congress but he tried to for the last 3 years . </Claim> So <Claim> my view is the middle class is the -- they 've been suffering </Claim> , Jim. Now, <Claim> should people pay more for Medicare if they can ? Yes . </Claim> <Claim> Should they pay more for Social Security if they get more out of it than they paid in , they 're upper income people ? Yes . </Claim> But look what 's happened to the middle class. <Premise> Middle class Americans are working harder for less money than they were making ten years ago and they 're paying higher taxes . </Premise> <Claim> The tax burden on them has not gone down . </Claim> <Claim> It has gone up . </Claim> <Claim> I do n't think the answer is to slow the economy down more , drive unemployment up more and undermine the health of the private sector . </Claim> <Claim> The answer is to invest and grow this economy . </Claim> <Premise> That 's what works in other countries </Premise> and <Claim> that 's what 'll work here . </Claim>","<Claim> I disagree with both of them . </Claim> For one thing, let me just follow up here. <Claim> I disagree with Mr. Perot that the answer is to raise -- put a 50 - cent gas tax on the middle class and raise more taxes on the middle class and the working poor than on the wealthy . </Claim> <Premise> His own analysis says that unemployment will be slightly higher in 1995 under his plan than it is today . </Premise> And as far as what Mr. Bush says, <Claim> he is the person who raised taxes on the middle class after saying he would n't . </Claim> And just this year, <Claim> Mr. Bush vetoed a tax increase on the wealthy that gave middle class tax relief . </Claim> <Claim> He vetoed middle class tax relief this year . </Claim> And furthermore, <Claim> under this administration , spending has increased more than it has in the last 20 years and he asked Congress to spend more money than it actually spent . </Claim> Now, <Claim> it 's hard to out - spend Congress but he tried to for the last 3 years . </Claim> So my view is the middle class is the -- <Claim> they 've been suffering , Jim . </Claim> Now, should people pay more for Medicare if they can? Yes. Should they pay more for Social Security if they get more out of it than they paid in, they 're upper income people? Yes. But look what 's happened to the middle class. <Claim> Middle class Americans are working harder for less money than they were making ten years ago and they 're paying higher taxes . </Claim> <Claim> The tax burden on them has not gone down . </Claim> <Claim> It has gone up . </Claim> <Claim> I do n't think the answer is to slow the economy down more , drive unemployment up more and undermine the health of the private sector . </Claim> <Claim> The answer is to invest and grow this economy . </Claim> <Claim> That 's what works in other countries </Claim> and <Claim> that 's what 'll work here . </Claim>"
"Mr. Perot , what do you think of the governor 's approach , what he just laid out ?","Mr. Perot, what do you think of the governor 's approach, what he just laid out?","Mr. Perot, what do you think of the governor 's approach, what he just laid out?"
"Senator Kennedy , your conclusion .","Senator Kennedy, your conclusion.","Senator Kennedy, your conclusion."
"I agree with Mr. Bush that values are important . But it 's important that our leaders demonstrate those values from the top . That means those of us who are elected to positions of political leadership have to reflect those values ourselves . Here we are with a government that 's been dealing with a drug - running Panamanian dictator . We 've been dealing with him ; he 's been dealing drugs to our kids . Governors like me and others have been trying to deal with the consequences . I remember being in a high school in my own state as we were organizing something we call the Governor 's Alliance Against Drugs , and a young 16 year old girl coming up to me , desperate , addicted , dependent , saying , Governor , I need help . We 're providing that young woman with help . But I want to be a president of the United States who makes sure that we never again do business with a drug - running Panamanian dictator , that we never again funnel aid to the contras through convicted drug dealers . Values begin at the top , in the White House . Those are the values I want to bring to the presidency and to the White House beginning in January of 1989 .","I agree with Mr. Bush that values are important. But <Claim> it 's important that our leaders demonstrate those values from the top . </Claim> That means <Claim> those of us who are elected to positions of political leadership have to reflect those values ourselves . </Claim> Here <Claim> we are with a government that 's been dealing with a drug - running Panamanian dictator . </Claim> <Claim> We 've been dealing with him ; </Claim> <Claim> he 's been dealing drugs to our kids . </Claim> <Claim> Governors like me and others have been trying to deal with the consequences . </Claim> <Premise> I remember being in a high school in my own state as we were organizing something we call the Governor 's Alliance Against Drugs </Premise> , and <Premise> a young 16 year old girl coming up to me , desperate , addicted , dependent , saying , Governor , I need help . </Premise> <Claim> We 're providing that young woman with help . </Claim> But <Claim> I want to be a president of the United States </Claim> <Premise> who makes sure that we never again do business with a drug - running Panamanian dictator , that we never again funnel aid to the contras through convicted drug dealers . </Premise> <Claim> Values begin at the top , in the White House . </Claim> <Claim> Those are the values I want to bring to the presidency and to the White House beginning in January of 1989 . </Claim>","<Claim> I agree with Mr. Bush that values are important . </Claim> But <Claim> it 's important that our leaders demonstrate those values from the top . </Claim> <Premise> That means those of us who are elected to positions of political leadership have to reflect those values ourselves . </Premise> <Premise> Here we are with a government that 's been dealing with a drug - running Panamanian dictator . </Premise> <Premise> We 've been dealing with him ; </Premise> <Premise> he 's been dealing drugs to our kids . </Premise> <Premise> Governors like me and others have been trying to deal with the consequences . </Premise> <Premise> I remember being in a high school in my own state as we were organizing something we call the Governor 's Alliance Against Drugs , and a young 16 year old girl coming up to me , desperate , addicted , dependent , saying , Governor , I need help . </Premise> <Premise> We 're providing that young woman with help . </Premise> But <Claim> I want to be a president of the United States who makes sure that we never again do business with a drug - running Panamanian dictator , that we never again funnel aid to the contras through convicted drug dealers . </Claim> <Claim> Values begin at the top , in the White House . </Claim> <Premise> Those are the values I want to bring to the presidency and to the White House beginning in January of 1989 . </Premise>"
"Governor Dukakis , as many U.S. farmers face or undergo foreclosure , the United States is considering the possibility of forgiving a certain percentage of debt owed by Latin American and Third World countries , do you favor giving these countries a break in their loans and , if so , how do you explain that to the American farmers who are losing their land and livelihood ?","Governor Dukakis, as many U.S. farmers face or undergo foreclosure, the United States is considering the possibility of forgiving a certain percentage of debt owed by Latin American and Third World countries, do you favor giving these countries a break in their loans and, if so, how do you explain that to the American farmers who are losing their land and livelihood?","Governor Dukakis, as many U.S. farmers face or undergo foreclosure, the United States is considering the possibility of forgiving a certain percentage of debt owed by Latin American and Third World countries, do you favor giving these countries a break in their loans and, if so, how do you explain that to the American farmers who are losing their land and livelihood?"
"It was a very different George Bush who was talking much more sympathetically about the freeze in the spring of 1982 than he is today . And you were right then , George , when you said it was no time for partisan demagoguery . Nobody is suggesting that we unilaterally disarm or somehow reduce our strength , of course not . What we 're talking about is a combination of a strong and effective and credible nuclear deterrent . Strong , well - equipped , well - trained , well - maintained conventional forces . And at the same time a willingness to move forward steadily , thoughtfully cautiously . We have serious differences with the Soviet Union . We have very fundamental differences about human rights , democracy and our basic system , our basic view of human beings and of what life is all about . But there are opportunities there now . Senator Bentsen and I have a plan for the 1990IEURs and beyond . Mr. Bush and Mr. Quayle do not . And we want to pursue that plan in a way which will bring down the level of nuclear armament , will build a more stable and more peaceful world while making choices here at home . Let 's not forget that our national security and our economic security go hand in hand . We can not be strong militarily when we 're teeter - tottering on top of a mountain of debt which has been created in the past eight years . That 's why we need a Democratic administration in Washington in 1989 . ( Applause )","<Claim> It was a very different George Bush who was talking much more sympathetically about the freeze in the spring of 1982 than he is today . </Claim> And <Claim> you were right then , George , when you said it was no time for partisan demagoguery . </Claim> <Claim> Nobody is suggesting that we unilaterally disarm or somehow reduce our strength , of course not . </Claim> What we 're talking about is a combination of a strong and effective and credible nuclear deterrent. Strong, well - equipped, well - trained, well - maintained conventional forces. And at the same time a willingness to move forward steadily, thoughtfully cautiously. <Claim> We have serious differences with the Soviet Union . </Claim> <Claim> We have very fundamental differences about human rights , democracy and our basic system , our basic view of human beings and of what life is all about . </Claim> But <Claim> there are opportunities there now . </Claim> <Claim> Senator Bentsen and I have a plan for the 1990IEURs and beyond . </Claim> <Claim> Mr. Bush and Mr. Quayle do not . </Claim> And <Claim> we want to pursue that plan in a way which will bring down the level of nuclear armament , will build a more stable and more peaceful world while making choices here at home . </Claim> <Claim> Let 's not forget that our national security and our economic security go hand in hand . </Claim> <Claim> We can not be strong militarily when we 're teeter - tottering on top of a mountain of debt which has been created in the past eight years . </Claim> <Claim> That 's why we need a Democratic administration in Washington in 1989 . </Claim> ( Applause )","<Claim> It was a very different George Bush who was talking much more sympathetically about the freeze in the spring of 1982 than he is today . </Claim> And <Claim> you were right then , George , when you said it was no time for partisan demagoguery . </Claim> <Claim> Nobody is suggesting that we unilaterally disarm or somehow reduce our strength </Claim> , of course not. What we 're talking about is a combination of a strong and effective and credible nuclear deterrent. Strong, well - equipped, well - trained, well - maintained conventional forces. And at the same time a willingness to move forward steadily, thoughtfully cautiously. <Claim> We have serious differences with the Soviet Union . </Claim> <Claim> We have very fundamental differences about human rights , democracy and our basic system , our basic view of human beings and of what life is all about . </Claim> But <Claim> there are opportunities there now . </Claim> <Claim> Senator Bentsen and I have a plan for the 1990IEURs and beyond . </Claim> <Claim> Mr. Bush and Mr. Quayle do not . </Claim> And <Claim> we want to pursue that plan in a way which will bring down the level of nuclear armament , will build a more stable and more peaceful world while making choices here at home . </Claim> Let 's not forget that <Claim> our national security and our economic security go hand in hand . </Claim> <Claim> We can not be strong militarily when we 're teeter - tottering on top of a mountain of debt which has been created in the past eight years . </Claim> That 's why <Claim> we need a Democratic administration in Washington in 1989 . </Claim> ( Applause )"
"Senator Quayle , your response ?","Senator Quayle, your response?","Senator Quayle, your response?"
"Let 's go through some of the specifics now . New question . Vice President Gore , the governor mentioned the Middle East . Here we 're talking at this stage in the game about diplomatic power that we have . What do you think the United States should do right now to resolve that conflict over there ?","Let 's go through some of the specifics now. New question. Vice President Gore, the governor mentioned the Middle East. Here we 're talking at this stage in the game about diplomatic power that we have. What do you think the United States should do right now to resolve that conflict over there?","Let 's go through some of the specifics now. New question. Vice President Gore, the governor mentioned the Middle East. Here we 're talking at this stage in the game about diplomatic power that we have. What do you think the United States should do right now to resolve that conflict over there?"
"I do . I do think this , though . When it comes to timetables it ca n't be the United States timetable as to how discussions take place . It 's got to be a timetable that all parties can agree to , like the Palestinians and Israelis . Secondly , any lasting peace is going to have to be a peace that 's good for both sides . And therefore , the term honest broker makes sense . This current administration 's worked hard to keep the parties at the table . I will try to do the same thing . But it wo n't be on my timetable , it will be on the timetable that people are comfortable with in the Middle East .","<Claim> I do . </Claim> I do think this, though. When it comes to timetables <Claim> it ca n't be the United States timetable as to how discussions take place . </Claim> <Premise> It 's got to be a timetable that all parties can agree to , like the Palestinians and Israelis . </Premise> Secondly, <Premise> any lasting peace is going to have to be a peace that 's good for both sides . </Premise> And therefore, <Claim> the term honest broker makes sense . </Claim> <Premise> This current administration 's worked hard to keep the parties at the table . </Premise> <Claim> I will try to do the same thing . </Claim> But <Claim> it wo n't be on my timetable </Claim> , <Claim> it will be on the timetable that people are comfortable with in the Middle East . </Claim>","I do. I do think this, though. When it comes to timetables it ca n't be the United States timetable as to how discussions take place. It 's got to be a timetable that all parties can agree to, like the Palestinians and Israelis. Secondly, any lasting peace is going to have to be a peace that 's good for both sides. And therefore, the term honest broker makes sense. This current administration 's worked hard to keep the parties at the table. I will try to do the same thing. But it wo n't be on my timetable, it will be on the timetable that people are comfortable with in the Middle East."
"Well , it is a terribly painful situation for Americans . They 're seeing their premiums , their co - pays go up . Forty - seven million Americans are without health insurance in America today . And it really is the cost , the escalating costs of health care that are inflicting such pain on working families and people across this country . And I am convinced we need to do a lot of things . We need to put health care records online . The V.A. does that . That will -- that will reduce costs . We need to have more community health centers . We need to have walk - in clinics . The rise of obesity amongst young Americans is one of the most alarming statistics that there is . We should have physical fitness programs and nutrition programs in schools . Every parent should know what 's going on there . We -- we need to have -- we need to have employers reward employees who join health clubs and practice wellness and fitness . But I want to give every American family a $ 5,000 refundable tax credit . Take it and get anywhere in America the health care that you wish . Now , my old buddy , Joe , Joe the plumber , is out there . Now , Joe , Senator Obama 's plan , if you 're a small business and you are able -- and your -- the guy that sells to you will not have his capital gains tax increase , which Senator Obama wants , if you 're out there , my friend , and you 've got employees , and you 've got kids , if you do n't get -- adopt the health care plan that Senator Obama mandates , he 's going to fine you .","Well, <Claim> it is a terribly painful situation for Americans . </Claim> <Premise> They 're seeing their premiums , their co - pays go up . </Premise> <Premise> Forty - seven million Americans are without health insurance in America today . </Premise> And <Claim> it really is the cost , the escalating costs of health care that are inflicting such pain on working families and people across this country . </Claim> And I am convinced we need to do a lot of things. <Claim> We need to put health care records online . </Claim> <Premise> The V.A. does that . </Premise> <Premise> That will -- that will reduce costs . </Premise> <Claim> We need to have more community health centers . </Claim> <Claim> We need to have walk - in clinics . </Claim> <Premise> The rise of obesity amongst young Americans is one of the most alarming statistics that there is . </Premise> <Claim> We should have physical fitness programs and nutrition programs in schools . </Claim> <Claim> Every parent should know what 's going on there . </Claim> <Claim> We -- we need to have -- we need to have employers reward employees who join health clubs and practice wellness and fitness . </Claim> But <Claim> I want to give every American family a $ 5,000 refundable tax credit . </Claim> <Claim> Take it and get anywhere in America the health care that you wish . </Claim> Now, <Premise> my old buddy , Joe , Joe the plumber , is out there . </Premise> Now, <Premise> Joe , Senator Obama 's plan , if you 're a small business and you are able -- and your -- the guy that sells to you will not have his capital gains tax increase , which Senator Obama wants , if you 're out there , my friend , and you 've got employees , and you 've got kids , if you do n't get -- adopt the health care plan that Senator Obama mandates </Premise> , <Claim> he 's going to fine you . </Claim>","Well, <Claim> it is a terribly painful situation for Americans . </Claim> <Premise> They 're seeing their premiums , their co - pays go up . </Premise> <Premise> Forty - seven million Americans are without health insurance in America today . </Premise> And <Claim> it really is the cost , the escalating costs of health care that are inflicting such pain on working families and people across this country . </Claim> And <Claim> I am convinced we need to do a lot of things . </Claim> <Claim> We need to put health care records online . </Claim> <Premise> The V.A. does that . </Premise> <Premise> That will -- that will reduce costs . </Premise> <Claim> We need to have more community health centers . </Claim> <Claim> We need to have walk - in clinics . </Claim> <Premise> The rise of obesity amongst young Americans is one of the most alarming statistics that there is . </Premise> <Claim> We should have physical fitness programs and nutrition programs in schools . </Claim> <Premise> Every parent should know what 's going on there . </Premise> <Claim> We -- we need to have -- we need to have employers reward employees who join health clubs and practice wellness and fitness . </Claim> But <Claim> I want to give every American family a $ 5,000 refundable tax credit . </Claim> <Premise> Take it and get anywhere in America the health care that you wish . </Premise> Now, my old buddy, Joe, Joe the plumber, is out there. Now, Joe, <Premise> Senator Obama 's plan , if you 're a small business and you are able -- and your -- the guy that sells to you will not have his capital gains tax increase , which Senator Obama wants , if you 're out there , my friend , and you 've got employees , and you 've got kids , if you do n't get -- adopt the health care plan that Senator Obama mandates , he 's going to fine you . </Premise>"
"Well , we stand with Israel , but we have maintained the ability to serve as an honest broker . And one of the reasons that 's important is that Israel can not have direct dialogue with some of the people on the other side of conflicts , especially during times of tension , unless that dialogue comes through us . And if we throw away that ability to serve as an honest broker , then we have thrown -- we will have thrown away a strategic asset that 's important not only to us but also to Israel .","Well, <Claim> we stand with Israel </Claim> , but <Premise> we have maintained the ability to serve as an honest broker . </Premise> And one of the reasons <Claim> that 's important </Claim> is that <Premise> Israel can not have direct dialogue with some of the people on the other side of conflicts , especially during times of tension , unless that dialogue comes through us . </Premise> And <Premise> if we throw away that ability to serve as an honest broker </Premise> , then we have thrown -- <Claim> we will have thrown away a strategic asset that 's important not only to us but also to Israel . </Claim>","Well, <Claim> we stand with Israel </Claim> , but <Claim> we have maintained the ability to serve as an honest broker . </Claim> And <Premise> one of the reasons that 's important is that Israel can not have direct dialogue with some of the people on the other side of conflicts , especially during times of tension , unless that dialogue comes through us . </Premise> And <Premise> if we throw away that ability to serve as an honest broker , then we have thrown -- we will have thrown away a strategic asset that 's important not only to us but also to Israel . </Premise>"
"Mr. Perot , if you were sitting at home now and just heard this exchange about Arkansas , who would you believe ?","Mr. Perot, if you were sitting at home now and just heard this exchange about Arkansas, who would you believe?","Mr. Perot, if you were sitting at home now and just heard this exchange about Arkansas, who would you believe?"
Susan -,Susan -,Susan -
"I did n't indicate . I did not advocate reducing the federal debt because I do n't believe that you 're going to be able to reduce the federal debt very much in nineteen sixty - one , two , or three . I think you have heavy obligations which affect our security , which we 're going to have to meet . And therefore I 've never suggested we should uh - be able to retire the debt substantially , or even at all in nineteen sixty - one or two .","I did n't indicate. <Premise> I did not advocate reducing the federal debt </Premise> because <Claim> I do n't believe that you 're going to be able to reduce the federal debt very much in nineteen sixty - one , two , or three . </Claim> <Claim> I think you have heavy obligations which affect our security </Claim> , which <Premise> we 're going to have to meet . </Premise> And therefore <Premise> I 've never suggested we should uh - be able to retire the debt substantially , or even at all in nineteen sixty - one or two . </Premise>","<Claim> I did n't indicate . </Claim> <Claim> I did not advocate reducing the federal debt </Claim> because <Premise> I do n't believe that you 're going to be able to reduce the federal debt very much in nineteen sixty - one , two , or three . </Premise> <Claim> I think you have heavy obligations which affect our security , which we 're going to have to meet . </Claim> And therefore <Claim> I 've never suggested we should uh - be able to retire the debt substantially , or even at all in nineteen sixty - one or two . </Claim>"
"The people deserve a straight answer . And if you have n't figured it out yet , the straight answer is they are going to pack the Supreme Court if they somehow win this election . I got ta tell you , people across this country , if you cherish our Supreme Court , if you cherish the separation of powers , you need to reject the Biden - Harris ticket come November the third and reelect President Donald Trump . We will stand by that separation powers and a nine seat Supreme Court .","<Claim> The people deserve a straight answer . </Claim> And if you have n't figured it out yet, the straight answer is they are going to pack the Supreme Court if they somehow win this election. I got ta tell you, people across this country, if you cherish our Supreme Court, if you cherish the separation of powers, you need to reject the Biden - Harris ticket come November the third and reelect President Donald Trump. We will stand by that separation powers and a nine seat Supreme Court.","<Claim> The people deserve a straight answer . </Claim> And if you have n't figured it out yet, <Claim> the straight answer is they are going to pack the Supreme Court if they somehow win this election . </Claim> I got ta tell you, people across this country, if you cherish our Supreme Court, if you cherish the separation of powers, you need to reject the Biden - Harris ticket come November the third and reelect President Donald Trump. <Claim> We will stand by that separation powers and a nine seat Supreme Court . </Claim>"
"Senator , as Vice President your most important contribution would be the advice you gave the President . One of the most troubling facts that 's going to face the new Administration is the fact that the United States has now become the world 's largest debtor nation . In 1987 foreigners underwrote our debts to the tune of about $ 138 billion . Last week a top official of the Japanese Economic Planning Agency bragged that Japan now is in a position to influence the value of the dollar , of our interest rates , and even our stock prices . And he warned that one day maybe they 'd do just that . If you were Vice President of the United States and Japan did that , what would you tell the President to do ?","Senator, as Vice President your most important contribution would be the advice you gave the President. One of the most troubling facts that 's going to face the new Administration is the fact that the United States has now become the world 's largest debtor nation. In 1987 foreigners underwrote our debts to the tune of about $ 138 billion. Last week a top official of the Japanese Economic Planning Agency bragged that Japan now is in a position to influence the value of the dollar, of our interest rates, and even our stock prices. And he warned that one day maybe they 'd do just that. If you were Vice President of the United States and Japan did that, what would you tell the President to do?","Senator, as Vice President your most important contribution would be the advice you gave the President. One of the most troubling facts that 's going to face the new Administration is the fact that the United States has now become the world 's largest debtor nation. In 1987 foreigners underwrote our debts to the tune of about $ 138 billion. Last week a top official of the Japanese Economic Planning Agency bragged that Japan now is in a position to influence the value of the dollar, of our interest rates, and even our stock prices. And he warned that one day maybe they 'd do just that. If you were Vice President of the United States and Japan did that, what would you tell the President to do?"
But it 's in your hands . I wish you well . I 'll see you tomorrow night -- ( Laughter ) on NBC -- 10:30 to 11:00 Eastern Time . ( Laughter ),But it 's in your hands. I wish you well. I 'll see you tomorrow night -- ( Laughter ) on NBC -- 10:30 to 11:00 Eastern Time. ( Laughter ),But it 's in your hands. I wish you well. I 'll see you tomorrow night -- ( Laughter ) on NBC -- 10:30 to 11:00 Eastern Time. ( Laughter )
"Three weeks from now -- 2 weeks from tomorrow , America goes to the polls and you 're going to have to decide who you want to lead this country to economic recovery . On jobs -- that 's the number one priority , and I believe my program for stimulating investment , encouraging small business , brand - new approach to education , strengthening the American family , and , yes , creating more exports is the way to go . I do n't believe in trickle - down government , I do n't believe in larger taxes and larger government spending . On foreign affairs , some think it 's irrelevant . I believe it 's not . We 're living in an interconnected world . The whole world is having economic difficulties . The US is doing better than a lot . But we 've got to do even better . And if a crisis comes up , I ask who has the judgment and the experience and , yes , the character to make the right decision ? And , lastly , the other night on character Governor Clinton said it 's not the character of the president but the character of the presidency . I could n't disagree more . Horace Greeley said the only thing that endures is character . And I think it was Justice Black who talked about great nations , like great men , must keep their word . And so the question is , who will safeguard this nation , who will safeguard our people and our children ? I need your support , I ask for your vote . And may God bless the US of America . ( APPLAUSE )","Three weeks from now -- 2 weeks from tomorrow, America goes to the polls and you 're going to have to decide who you want to lead this country to economic recovery. <Claim> On jobs -- that 's the number one priority , and I believe my program for stimulating investment , encouraging small business , brand - new approach to education , strengthening the American family , and , yes , creating more exports is the way to go . </Claim> I <Claim> do n't believe in trickle - down government </Claim> , <Claim> I do n't believe in larger taxes and larger government spending . </Claim> <Claim> On foreign affairs , some think it 's irrelevant . I believe it 's not . </Claim> <Premise> We 're living in an interconnected world . </Premise> <Premise> The whole world is having economic difficulties . </Premise> <Claim> The US is doing better than a lot . </Claim> But <Claim> we 've got to do even better . </Claim> And if a crisis comes up, I ask who has the judgment and the experience and, yes, the character to make the right decision? And, lastly, <Claim> the other night on character Governor Clinton said it 's not the character of the president but the character of the presidency . </Claim> <Claim> I could n't disagree more . </Claim> <Premise> Horace Greeley said the only thing that endures is character . </Premise> And I think <Premise> it was Justice Black who talked about great nations , like great men , must keep their word . </Premise> And so the question is, <Claim> who will safeguard this nation , who will safeguard our people and our children ? I need your support , I ask for your vote . </Claim> And may God bless the US of America. ( APPLAUSE )","Three weeks from now -- 2 weeks from tomorrow, America goes to the polls and you 're going to have to decide who you want to lead this country to economic recovery. On jobs -- that 's the number one priority, and <Claim> I believe my program for stimulating investment , encouraging small business , brand - new approach to education , strengthening the American family , and , yes , creating more exports is the way to go . </Claim> <Claim> I do n't believe in trickle - down government </Claim> , <Claim> I do n't believe in larger taxes and larger government spending . </Claim> On foreign affairs, some think it 's irrelevant. I believe it 's not. <Premise> We 're living in an interconnected world . </Premise> <Premise> The whole world is having economic difficulties . </Premise> <Premise> The US is doing better than a lot . </Premise> But <Claim> we 've got to do even better . </Claim> And if a crisis comes up, I ask who has the judgment and the experience and, yes, the character to make the right decision? And, lastly, the other night on character Governor Clinton said it 's not the character of the president but the character of the presidency. I could n't disagree more. Horace Greeley said the only thing that endures is character. And I think it was Justice Black who talked about great nations, like great men, must keep their word. And so the question is, who will safeguard this nation, who will safeguard our people and our children? I need your support, I ask for your vote. And may God bless the US of America. ( APPLAUSE )"
"No , no , you 're Senator Harris to me . For life to get back to normal Dr. Anthony Fauci and other experts say that most of the people who can be vaccinated need to be vaccinated , but half of Americans now say they would n't take a vaccine if it was released now . If the Trump administration approves a vaccine , before or after the election , should Americans take it and would you take it ?","No, no, you 're Senator Harris to me. For life to get back to normal Dr. Anthony Fauci and other experts say that most of the people who can be vaccinated need to be vaccinated, but half of Americans now say they would n't take a vaccine if it was released now. If the Trump administration approves a vaccine, before or after the election, should Americans take it and would you take it?","No, no, you 're Senator Harris to me. For life to get back to normal Dr. Anthony Fauci and other experts say that most of the people who can be vaccinated need to be vaccinated, but half of Americans now say they would n't take a vaccine if it was released now. If the Trump administration approves a vaccine, before or after the election, should Americans take it and would you take it?"
"Thank you , Vice President Pence . Senator Harris , as the Vice President mentioned , you co - sponsored the Green New Deal in Congress , but Vice President Biden said in last week 's debate that he does not support the Green New Deal . But if you look at the Biden Harris campaign website it describes the Green New Deal as a crucial framework . What exactly would be the stance of a Biden Harris Administration toward the Green New Deal ? You have two minutes , uninterrupted .","Thank you, Vice President Pence. Senator Harris, as the Vice President mentioned, you co - sponsored the Green New Deal in Congress, but Vice President Biden said in last week 's debate that he does not support the Green New Deal. But if you look at the Biden Harris campaign website it describes the Green New Deal as a crucial framework. What exactly would be the stance of a Biden Harris Administration toward the Green New Deal? You have two minutes, uninterrupted.","Thank you, Vice President Pence. Senator Harris, as the Vice President mentioned, you co - sponsored the Green New Deal in Congress, but Vice President Biden said in last week 's debate that he does not support the Green New Deal. But if you look at the Biden Harris campaign website it describes the Green New Deal as a crucial framework. What exactly would be the stance of a Biden Harris Administration toward the Green New Deal? You have two minutes, uninterrupted."
Sure .,Sure.,Sure.
I have a fearless forecast . A message just wo n't do it . Colin Powell will be on somebody 's ticket 4 years from now -- right ? Right ? He wanted that said -- 4 years .,I have a fearless forecast. A message just wo n't do it. <Claim> Colin Powell will be on somebody 's ticket 4 years from now </Claim> -- right? Right? He wanted that said -- 4 years.,I have a fearless forecast. A message just wo n't do it. <Claim> Colin Powell will be on somebody 's ticket 4 years from now -- right ? </Claim> <Claim> Right ? </Claim> He wanted that said -- 4 years.
"Well , Governor , you did select Lloyd Bentsen of Texas .","Well, Governor, you did select Lloyd Bentsen of Texas.","Well, Governor, you did select Lloyd Bentsen of Texas."
"Well , Governor , and Vice President Bush , you 've both talked tonight about hard choices . Let me try to give you one . Somewhere in the Middle East tonight , nine Americans are being held hostage . If you are commander - in - chief and Americans are held hostage , what will be more important to you , their individual fate , or the commitment that the United States Government must never negotiate with terrorists . And if any Americans are held hostage and you become president , to what lengths would you go to rescue them ?","Well, Governor, and Vice President Bush, you 've both talked tonight about hard choices. Let me try to give you one. Somewhere in the Middle East tonight, nine Americans are being held hostage. If you are commander - in - chief and Americans are held hostage, what will be more important to you, their individual fate, or the commitment that the United States Government must never negotiate with terrorists. And if any Americans are held hostage and you become president, to what lengths would you go to rescue them?","Well, Governor, and Vice President Bush, you 've both talked tonight about hard choices. Let me try to give you one. Somewhere in the Middle East tonight, nine Americans are being held hostage. If you are commander - in - chief and Americans are held hostage, what will be more important to you, their individual fate, or the commitment that the United States Government must never negotiate with terrorists. And if any Americans are held hostage and you become president, to what lengths would you go to rescue them?"
