text,label,response
"I am sure my hon. Friend, as a fellow Merseyside MP, is aware of the fact that we lost 19% of our police officers on Merseyside between 2010 and 2015—something the grandfather of the hon. Member for Rossendale and Darwen would be very upset to hear. Workloads are soaring, and the officers who are left have to do a huge amount more with less and less. Does my hon. Friend agree that the recent Police Federation survey showing that 1,500 officers are off with stress or depression every day is an extremely worrying development and something we should all be concerned about? I thank my hon. Friend for giving way. Does he agree that those of us who work in this building every day— Neighbourhood policing, which is the eyes and ears of policing, is important in tackling terrorism. Every day, Members of the House walk past monitors that tell us that the level of threat is ""QUOTATION"". Does my hon. Friend agree that this is the wrong time to be making cuts to our police? nan nan",Positive,Negative
"My hon. Friend is making a powerful speech. His point about the protection of refuges is important. In addition to our opposition to the Government measures, is it not quite clear that in Scotland, where housing is devolving—leaving the Scottish Government to protect the general stock, end the right to buy and fund new build housing and new supported accommodation—we need the full devolution of housing benefit to square the circle and to allow us to protect the most vulnerable and our general housing? Is it not absolutely contrary of the Government to say that they will protect the most vulnerable by providing additional DHP? The only way in which they can actually protect vulnerable people is by completely exempting them from the proposals for such types of accommodation, rather than by providing additional DHP. nan nan nan",Positive,Positive
"Half my constituency is in Waverley borough council. I have a small semi-rural constituency, so it has unavoidable costs. We have had a lot of problems. The council was supposed to receive a 3.2 per cent. increase, but that turns out to be 0.3 per cent. If one does a like-for-like comparison, as the Minister suggested, the formula grant has reduced by an assumed or notional sum of £630,000 for rent allowances and council tax benefits, but the money coming back from the Department for Work and Pensions grant is only £490,000. In addition to that— nan nan nan nan",Negative,Negative
"It is a pleasure to make a contribution to this debate. As somebody who grew up in a horticultural environment in Wiltshire, I see agriculture and horticulture as absolutely key to the rural economy. This is a time of uncertainty. If a business was told that 50% to 60% of its current income was to end in three or four years’ time, it would feel a degree of uncertainty. Against that, in all the conversations that I have had with farmers over the past seven years in and around Salisbury, there was extraordinary frustration with the way that the CAP operated. Every time I met farmers, I heard about a difficulty that had not been overcome. Ministers in Whitehall were unable to effect the changes that they wanted to see. We must now grasp the opportunities that exist—and considerable opportunities do exist. We must remember that 60% of all food eaten in the EU comes from this country. Some 70% of the UK landmass is managed by those working in the rural economy, and the rural economy contributes £100 billion to the British economy each year, which is a significant sum. We need to be ambitious about the sorts of reforms that we bring to the new funding mechanisms. We have given assurances for the next three years, but we also need to have a bold vision for the future of agriculture and the rural economy that not just delivers more, but demands more. We need to say to those who are frustrated with underfunding and the under-delivery of rural services that we can do more in return for a more productive sector. I wish to mention the matter of access to the right skills. The problem was clear to me when I visited a fish-gutting plant outside Downton last year. The signs on the wall were not in English, but Polish. Everyone who worked there was bussed up from Southampton. We need to be clear that we nail this issue well. Despite excellent agricultural colleges in Hampshire and Wiltshire, we are not providing the supply of skills to the industry from local home-grown youths. We need to be clear that we answer the question that many farmers are asking, which is how we ensure access to the skills that are needed in this vital sector. This should be a time of optimism for the industry, as we are releasing the burden of all those issues that have been so difficult for farming for so long.​ nan nan",Negative,positive
"Thank you, Mr Speaker, and I am grateful to the Minister for giving way. I have another tale of woe. There have been approximately 12 burglaries in the past 10 days in the Saddleworth villages of Greenfield and Uppermill, and I have some very worried constituents. I totally agree with my hon. Friends: we cannot possibly say that there is no link between such events and the front-line cuts to staff in the Greater Manchester police, which were also mentioned by my hon. Friend the Member for Denton and Reddish. What can the Minister say to my many constituents who have contacted me to say that they are very concerned about their safety? Surely this must be a priority for him. My hon. Friend might have heard me ask the Minister to comment on burglaries in Saddleworth, in which there has been almost a 50% increase. Does he wish to comment on what the Minister said? Greater Manchester police have just confirmed that there has been a reduction of 2,000 front-line posts. nan nan nan",Negative,Negative
"I am very grateful to the Minister for giving way—he has been gracious throughout the debate. It is appropriate that we follow Madam Deputy Speaker’s advice and listen to him carefully. I would reinforce his point from my experience in Gloucester. Under the previous Government, 6,000 people in business lost their jobs, but since the last election, 3,000 new business jobs have been created and four times the number of apprentices have been employed, and unemployment and youth unemployment are lower. Does the Minister agree that this debate should not be on the cost of living, but be about the cost of having a Labour Government to people with jobs in my constituency? nan nan nan",Negative,Output: Positive
"I have been listening with interest—all this is indeed very interesting—but my hon. Friend has not really answered on his first point, which was that it was right for the Prime Minister to go to war in 2003. Could it be that it was considered right only because the Prime Minister knew in advance that he had the support of the Opposition and would therefore win the vote? nan nan nan nan",Positive,Negative
"I think that this is the fourth debate I have attended in which the Minister has responded on these issues, and his answers on this injustice are still woefully inadequate. Talking of injustice, will he answer my constituent, Shiona Airlie, who is four months outside this measure and was only notified in 2012 that she would have to wait a further four years—less than a year before her 60th birthday? Where is the justice in that? How is it fair after she has paid into the system for all of her working life? nan nan nan nan",Positive,Negative
"The women of this country will be watching this debate and listening to the Minister’s comments with a mixture of concern and disappointment. He is giving us history lessons and is trying to apportion blame. We have a material problem now that the Government need to address, so he should stop looking backwards and start looking forwards, and start caring for the women of this country. This House has already said by an overwhelming majority that it wants the Government to look again at the transitional arrangements: has the Minister looked again at them, has his position changed since the last time this House debated the subject and will he tell us what his change of position is? nan nan nan nan",Positive,Negative
"I recently went out on a ride-along with officers from Essex police. I witnessed a suspect who was being restrained attempting to spit at a police officer. It was a really ugly thing to see. Does my hon. Friend agree that we must look more seriously at the option of spit hoods, because if we really want to protect our police officers we need to do something concrete? nan nan nan nan",Negative,Output: Positive
"I took exception to very little that was said by the hon. Member for Beaconsfield. Like him, we consider the timetable motion defective, but like him I see no reason for us to divide the House on it. I accept the Home Secretary's point that some small measure of protection for the business has been made available, and that small amount of extra time is indeed welcome. Nevertheless, without second-guessing the way in which today's business will proceed, I think it very likely that we shall not go beyond the first string of amendments before the first knife falls after three hours. As the hon. Member for Beaconsfield pointed out, that will leave the stop-and-search provisions proposed in new clause 8 entirely undiscussed. Surely that is too important a subject to leave this House without any proper discussion being placed on the record. I also think that a great deal of important business will remain undiscussed under the second group of amendments. The House will have to choose between holding its tongue and restricting its comments on clause 1 and the question of intention if we are to secure any meaningful discussion on the crucial question of glorification. As a result, questions as fundamental as the definition of terrorism itself will almost certainly be left undebated. As a result of that, the only meaningful scrutiny will be carried out in the other place. If the Government are content to proceed in that way, they cannot then complain that the unelected House has interfered with or changed the Bill when it makes the amendments that are inevitable. The programme motion strikes me as an exceptionally inappropriate way for the Government to order our business. I hope that, even at this stage, they may see sense and allow further time tomorrow if necessary. nan nan",Negative,Negative
"On a point of order, Mr. Deputy Speaker. All legislation is important, but surely no legislation is more important than legislation that might have the effect of depriving the individual citizen of his or her liberty. I feel great discomfort about the way in which these proceedings are being conducted, particularly in the past 15 or 20 minutes. Would it not be appropriate for you to consider the applications made on both sides of the House for a suspension so as to allow right hon. and hon. Members the opportunity to study the documents that have now been made available? nan nan nan nan",Negative,Negative
"My hon. Friend is making some important points. He and I are involved with the same regiment—the King's Royal Hussars; I served with the 14th/20th and he served with the Royal Hussars, and he has great experience. Before the Secretary of State replies, will my hon. Friend speculate about why that essential equipment was not available when, clearly, considerable preparations were being made for the conflict? nan nan nan nan",Positive,Output: Positive
"My hon. Friend is most generous. He might have missed something. Did the Chancellor not say that he would wipe out the deficit by 2015? In Stoke-on-Trent, the CCGs sit on the STP group. We have still not seen the report, but we have seen an executive summary. When the STP group suggests one thing, the CCG undermines it by closing community hospitals and cutting community beds. They are not working together; they are working against each other. nan nan nan",Positive,Negative
"My right hon. Friend will know that here in Westminster we are often accustomed to seeing police officers dressed rather as we would have expected Jack Warner to dress in Dock Green. However, what I think is encouraging is that when we come across police officers out in Hampshire, for example, we find them dressed and protected against the very assaults to which my right hon. Friend has referred. That is vital.​ nan nan nan nan",Negative,Output: Positive
"On a point of order, Mr. Deputy Speaker. When the Home Secretary introduced the Bill, he said that the country faced a threat the like of which we have never faced before. Looking at the rest of this week's business, I would suggest that nothing on our agenda ranks higher than the consideration of this measure. Clearly, there has been pressure from both sides of the House for the Government to give us more time to consider whether it is proper or appropriate given the level of threat that we face. The Opposition parties have a day's debate this week. If the Government are unwilling to give us some of their time to extend the timetable, might not the Opposition give us their day so that we could at least have two days' debate on the Committee and Report stages? Given that the Opposition are prepared to give us their Opposition day to extend the timetable on the Bill, may we ask your advice, Mr. Deputy Speaker, on how we might act positively on that helpful suggestion? nan nan nan",Negative,Positive
"Will my hon. Friend join me in welcoming the fact that in the north-east the balance of trade is positive, and a large contributory factor in that was the steel industry on Teesside? Does he share my disappointment—in fact, my anger and frustration—that the Government failed to do anything to step in to save steelmaking on Teesside? Looking forward, will he also help to put pressure on the Government to ensure that China does not get market economy status, which could put the final nail in the coffin of the national steel industry in this country? nan nan nan nan",Positive,Output: Positive
"Would you agree with me that your council could take guidance from Medway Council, a Conservative-run council that has been building council houses for the first time in a long time? It has smashed its own targets on affordable housing, delivering far more than our percentage target over a number years. Do you think that your council could take advantage of Medway Council's experience in delivering in this area? nan nan nan nan",Negative,Output: Positive
"My hon. Friend makes a persuasive case. Does she agree that we should be encouraging children and giving them confidence, particularly in areas such as mine, where there are high levels of deprivation, and where children are told by many people that they cannot achieve or go far in life? These things add to that, and we should be encouraging our children and giving them confidence, not discouraging them. nan nan nan nan",Positive,Positive
"Does my hon. Friend agree that on the Friday when both sides of the Chamber came together to support the Homelessness Reduction Bill, the private Member's Bill introduced by our hon. Friend the Member for Harrow East, it was a really positive day, and a good indication that both sides of the House can come, and are coming, together to tackle this issue? nan nan nan nan",Negative,Output: positive
"Does my hon. Friend think, as I do, that the decision to expend an awful lot of money on converting the Post Office, a profitable, successful and much-loved public service, into Consignia, with all the costs that that entailed, showed that third way economics do not work? Only third way economics could turn a successful, profitable public service into a loss-making corporation in need of subsidy, and which is about to close many of its main outlets. nan nan nan nan",Negative,Output: Negative
"Research from the House of Commons has shown that of the net savings made to the Treasury through measures taken by this Government since 2010, 86% will have come from women. Does my hon. Friend agree that these proposals are no different from those we have seen in the junior doctors' contract dispute, and that they will adversely affect women rather than men? nan nan nan nan",Positive,Output: Negative
"I very much support what the Secretary of State is trying to do, since Wiltshire is one of the worst-funded education authorities in the country. However, will she look again at the sparsity factor, because school governors are currently crunching the figures, and some of them are saying that they worry about the viability of small schools in rural locations being undermined, which clearly will not be the intention of the Secretary of State? nan nan nan nan",Negative,Output: Positive
"On suspicious intentions, may I remind the right hon. Gentleman that he campaigned with the Conservative party and the Labour party in Scotland, telling the people of Scotland that if they voted no in the Scottish referendum, they would be guaranteed to remain in the EU? What is his position on that point today? nan nan nan nan",Negative,Negative
"Does my hon. Friend agree that if one considers the widely varying policing needs of the Metropolitan police area, especially because of demands on inner London owing to terrorist threats, outer London boroughs such as Havering are getting the smallest slice of the Metropolitan cake? Whatever the additional resources poured into the Metropolitan area, the outer London boroughs are still starved of resources. Does the hon. Gentleman agree that police authorities should have the freedom to use their budgets to decide, for example, whether to spend money on police constables or community support officers? The money allocated for CSOs should not be ring-fenced. nan nan nan",Negative,Negative
"Before I entered the House, I sat on the board as a non-executive director of Cardiff Bus. Is the hon. Lady aware that we had to get together as Welsh bus companies and threaten legal action against the Labour Welsh Government on the concessionary fare funding because it was a breach of contract? nan nan nan nan",Negative,Negative
"Last year, when the Government put out to consultation the proposed cuts to pharmacies, I went out to speak to many of the small pharmacists in my constituency—in Kearsley, Over Hulton, Little Lever, Farnworth, Deane and Daubhill. What they all said—most are individually owned pharmacies—is that they do a number of things for which they are not paid. Completing all the pill boxes for the elderly and long-term unwell people is one example. We know that there are increasing numbers of old people, so there are a tremendous number of boxes to prepare every day and every week, yet they get paid nothing for doing that. People come to them to ask about various ailments and health issues, and the pharmacists often recommend non-prescription medications, thus saving enormous amounts of GPs’ time and, of course, helping to prevent people from going to A&E. On the one hand, we might save a few hundred million pounds from the proposals, but on the other, expenses for GPs, A&E and hospitals will go up, so it is a completely false economy Such pharmacies also deliver the medication to many long-term unwell and elderly people. I am told by my pharmacists that they are often the only people whom such people ever see and talk to. Often people talk to their pharmacist about other health issues, and other minor ailments are dealt with. Pharmacists will contact the GPs or alert somebody in their surgeries to what is happening. The pharmacists are providing all these services, but they will not be able to do any of it if they face cuts, because they will not have the necessary financial resources. Pharmacies provide a lot of advice, as I mentioned. The only people who will benefit from these cuts will be the big companies such as Boots and others, because they can buy their medication at wholesale prices. The NHS may pay them £20 per medication, but they have probably been able to buy that medication for £5, thus benefiting by £15. A small pharmacy will probably pay £20 and be paid £20, so it will make hardly any profits. As a result, most of the small pharmacies that are responsive to local needs will be forced to stop operating, and customers will have to travel further to find alternatives. It is possible that the only remaining pharmacies will be those owned by Boots and other big companies. I ask the Government to think again about their policy, because it will not save money, and it will do a disservice to people. I thank the pharmacists in my constituency for all their work. Let me make a personal declaration. My mother, who is 84, lives near one of the nicest pharmacists in the area, who regularly provides the many different ​types of medication that she takes and who looks after her. He is not an exception, however; many other pharmacists do the same for people. nan",Positive,Negative
"The Minister is talking about the services that district councils provide. Does he not realise that their provision is very expensive in areas which have a very sparse population and where the population multiplies many times over during the tourist season? Those are the very factors that have been either taken away or reduced in significance, leading to floor-level increases for district councils like Berwick and Alnwick in Northumberland. nan nan nan nan",Negative,Negative
"Does the Minister accept that, before the changes were introduced, elderly people in homes in Kent were resourced by London to an extent that was up to two and a half times as much as Kent was given to pay for them? Now, however, the settlement being given to Kent is, at 3.9 per cent., one of the lowest in the entire country. The pensioners and schoolchildren of Kent are being robbed by a settlement far below the national average. nan nan nan nan",Negative,Output: Negative
"Not everything that the hon. Lady is saying is incorrect, and obviously the position with bus services is very difficult, but it is a question of choices. The hon. Lady should consider what has been done by North Lincolnshire’s Conservative-controlled council. When we took control, it was able to reinstate the No. 37 bus, which had been cut by the previous Labour authority, and extend its services to Wroot and to Crowle. Labour-run Goole Town Council decided to cut the workers’ bus services so that it could pay for a bonfire once a year. So it is about choices. When local authorities are innovative, they can do what we have done in North Lincolnshire, and expand services. My right hon. Friend knows that we in the Humber got the fluffy end of the lollipop under the last Government. The Humber bridge toll has been halved and we have got rail electrification and a number of road projects. On the subject of the cost of bus passes, will he acknowledge the incredible work done by Conservative North Lincolnshire Council, which reversed the 500% increase in the price of post-16 bus passes, cutting the cost from £180 under the Labour party to £30 under the Conservatives? nan nan nan",Negative,Positive
